id,atom_La,atom_Ba,atom_Sr,atom_Pr,atom_Ca,atom_Mn,atom_Fe,atom_Co,atom_Ni,atom_Cu,potential,tsne_0,tsne_1
S01572,0.6,0,0,0.4,0,0,0.6,0,0,0.4,0,0.6294769,0.78806174
S01573,0.6,0,0,0.4,0,0,0,0.6,0.4,0,0,0.24180269,0.3448028
S01574,0.6,0,0,0.4,0,0,0.6,0,0.4,0,0,0.6193014,0.8041613
S01575,0.6,0,0,0.4,0,0,0,0.4,0.6,0,0,0.6714263,0.12184361
S01576,0.6,0,0,0.4,0,0,0.4,0,0.6,0,0,0.5995314,0.121260144
S01577,0.6,0,0,0.4,0,0,0,0,0.6,0.4,0,0.69490075,0.1603785
S01578,0.6,0,0,0.4,0,0.4,0,0.6,0,0,0,0.23826239,0.45949158
S01579,0.6,0,0,0.4,0,0.4,0.6,0,0,0,0,0.692922,0.7889902
S01580,0.6,0,0,0.4,0,0.4,0,0,0.6,0,0,0.70723313,0.22248991
S01581,0.6,0,0,0.4,0,0.6,0,0.4,0,0,0,0.8133179,0.32466888
S01582,0.6,0,0,0.4,0,0.6,0.4,0,0,0,0,0.70777047,0.6335801
S01583,0.6,0,0,0.4,0,0.6,0,0,0,0.4,0,0.8075373,0.30278274
S01584,0.6,0,0,0.4,0,0.6,0,0,0.4,0,0,0.7090565,0.22490221
S01585,0,0.6,0.2,0,0.2,0,0,1,0,0,0,0.023723487,0.51517963
S01586,0,0.6,0.2,0,0.2,0,1,0,0,0,0,0.5132418,0.9147976
S01587,0,0.6,0.2,0,0.2,0,0,0,1,0,0,0.45093918,0.019348158
S01588,0,0.6,0.2,0,0.2,1,0,0,0,0,0,0.8822543,0.55380684
S01589,0,0.2,0.6,0,0.2,0,0,1,0,0,0,0.022072872,0.4584224
S01590,0,0.2,0.6,0,0.2,0,1,0,0,0,0,0.44940114,0.9220088
S01591,0,0.2,0.6,0,0.2,0,0,0,1,0,0,0.4706169,0.0739547
S01592,0,0.2,0.6,0,0.2,1,0,0,0,0,0,0.8776872,0.49356097
S01593,0,0.2,0.2,0,0.6,0,0,1,0,0,0,0.07947391,0.48855788
S01594,0,0.2,0.2,0,0.6,0,1,0,0,0,0,0.4893766,0.9721832
S01595,0,0.2,0.2,0,0.6,0,0,0,1,0,0,0.5100413,0.022361249
S01596,0,0.2,0.2,0,0.6,1,0,0,0,0,0,0.9357847,0.4963709
S01597,0,0.6,0.2,0.2,0,0,0,1,0,0,0,0.01579682,0.5174028
S01598,0,0.6,0.2,0.2,0,0,1,0,0,0,0,0.5074328,0.90529567
S01599,0,0.6,0.2,0.2,0,0,0,0,1,0,0,0.4362587,0.027275808
S01600,0,0.6,0.2,0.2,0,1,0,0,0,0,0,0.8821326,0.56490964
S01601,0,0.2,0.6,0.2,0,0,0,1,0,0,0,0.011136171,0.46113503
S01602,0,0.2,0.6,0.2,0,0,1,0,0,0,0,0.44853124,0.9131222
S01603,0,0.2,0.6,0.2,0,0,0,0,1,0,0,0.45347664,0.079280786
S01604,0,0.2,0.6,0.2,0,1,0,0,0,0,0,0.87038904,0.50217354
S01605,0,0.6,0,0.2,0.2,0,0,1,0,0,0,0.030929716,0.5297169
S01606,0,0.6,0,0.2,0.2,0,1,0,0,0,0,0.521986,0.9196025
S01607,0,0.6,0,0.2,0.2,0,0,0,1,0,0,0.4488498,0.01199274
S01608,0,0.6,0,0.2,0.2,1,0,0,0,0,0,0.8966784,0.56317115
S01609,0,0,0.6,0.2,0.2,0,0,1,0,0,0,0.029491765,0.45166692
S01610,0,0,0.6,0.2,0.2,0,1,0,0,0,0,0.43232056,0.92467725
S01611,0,0,0.6,0.2,0.2,0,0,0,1,0,0,0.4756545,0.08060587
S01612,0,0,0.6,0.2,0.2,1,0,0,0,0,0,0.8809383,0.48388433
S01613,0,0.2,0,0.2,0.6,0,0,1,0,0,0,0.085352585,0.5035995
S01614,0,0.2,0,0.2,0.6,0,1,0,0,0,0,0.49701792,0.97559536
S01615,0,0.2,0,0.2,0.6,0,0,0,1,0,0,0.50710416,0.010977668
S01616,0,0.2,0,0.2,0.6,1,0,0,0,0,0,0.9495796,0.50734544
S01617,0,0,0.2,0.2,0.6,0,0,1,0,0,0,0.086819746,0.48341063
S01618,0,0,0.2,0.2,0.6,0,1,0,0,0,0,0.4731323,0.97695506
S01619,0,0,0.2,0.2,0.6,0,0,0,1,0,0,0.51733375,0.02895994
S01620,0,0,0.2,0.2,0.6,1,0,0,0,0,0,0.942096,0.48966572
S01621,0,0.2,0.2,0.6,0,0,0,1,0,0,0,0.07831414,0.61878717
S01622,0,0.2,0.2,0.6,0,0,1,0,0,0,0,0.31690347,0.8935176
S01623,0,0.2,0.2,0.6,0,0,0,0,1,0,0,0.37240943,0.08400337
S01624,0,0.2,0.2,0.6,0,1,0,0,0,0,0,0.9572313,0.58463144
S01625,0,0.2,0,0.6,0.2,0,0,1,0,0,0,0.098435536,0.6103397
S01626,0,0.2,0,0.6,0.2,0,1,0,0,0,0,0.3188532,0.9047862
S01627,0,0.2,0,0.6,0.2,0,0,0,1,0,0,0.35832575,0.06975219
S01628,0,0.2,0,0.6,0.2,1,0,0,0,0,0,0.9676147,0.5670918
S01629,0,0,0.2,0.6,0.2,0,0,1,0,0,0,0.08823632,0.60752445
S01630,0,0,0.2,0.6,0.2,0,1,0,0,0,0,0.31205294,0.91358846
S01631,0,0,0.2,0.6,0.2,0,0,0,1,0,0,0.36708018,0.07235994
S01632,0,0,0.2,0.6,0.2,1,0,0,0,0,0,0.9743409,0.5713928
S01633,0.2,0.6,0.2,0,0,0,0,1,0,0,0,0.011334653,0.51065916
S01634,0.2,0.6,0.2,0,0,0,1,0,0,0,0,0.5162375,0.9066929
S01635,0.2,0.6,0.2,0,0,0,0,0,1,0,0,0.44241628,0.024203703
S01636,0.2,0.6,0.2,0,0,1,0,0,0,0,0,0.8762995,0.55776024
S01637,0.2,0.2,0.6,0,0,0,0,1,0,0,0,0.016040634,0.45320454
S01638,0.2,0.2,0.6,0,0,0,1,0,0,0,0,0.45516232,0.9123084
S01639,0.2,0.2,0.6,0,0,0,0,0,1,0,0,0.46097058,0.077819474
S01640,0.2,0.2,0.6,0,0,1,0,0,0,0,0,0.8695851,0.4937783
S01641,0.2,0.6,0,0,0.2,0,0,1,0,0,0,0.029523553,0.5230549
S01642,0.2,0.6,0,0,0.2,0,1,0,0,0,0,0.5288891,0.9160385
S01643,0.2,0.6,0,0,0.2,0,0,0,1,0,0,0.4553143,0.007778551
S01644,0.2,0.6,0,0,0.2,1,0,0,0,0,0,0.8900418,0.5585048
S01645,0.2,0,0.6,0,0.2,0,0,1,0,0,0,0.030727178,0.44475445
S01646,0.2,0,0.6,0,0.2,0,1,0,0,0,0,0.44011882,0.9274814
S01647,0.2,0,0.6,0,0.2,0,0,0,1,0,0,0.48356646,0.08134374
S01648,0.2,0,0.6,0,0.2,1,0,0,0,0,0,0.8778746,0.4770717
S01649,0.2,0.2,0,0,0.6,0,0,1,0,0,0,0.0859023,0.4961543
S01650,0.2,0.2,0,0,0.6,0,1,0,0,0,0,0.50449806,0.9752519
S01651,0.2,0.2,0,0,0.6,0,0,0,1,0,0,0.5139873,0.015829809
S01652,0.2,0.2,0,0,0.6,1,0,0,0,0,0,0.94624573,0.4998041
S01653,0.2,0,0.2,0,0.6,0,0,1,0,0,0,0.0871931,0.4748868
S01654,0.2,0,0.2,0,0.6,0,1,0,0,0,0,0.48125005,0.9775976
S01655,0.2,0,0.2,0,0.6,0,0,0,1,0,0,0.52436936,0.030361049
S01656,0.2,0,0.2,0,0.6,1,0,0,0,0,0,0.9388681,0.48100707
S01657,0.2,0.6,0,0.2,0,0,0,1,0,0,0,0.024987264,0.53682333
S01658,0.2,0.6,0,0.2,0,0,1,0,0,0,0,0.5342275,0.9089986
S01659,0.2,0.6,0,0.2,0,0,0,0,1,0,0,0.42912352,0.021665646
S01660,0.2,0.6,0,0.2,0,1,0,0,0,0,0,0.89129263,0.57103854
S01661,0.2,0,0.6,0.2,0,0,0,1,0,0,0,0.024241036,0.4391064
S01662,0.2,0,0.6,0.2,0,0,1,0,0,0,0,0.422412,0.9174459
S01663,0.2,0,0.6,0.2,0,0,0,0,1,0,0,0.45018473,0.08925329
S01664,0.2,0,0.6,0.2,0,1,0,0,0,0,0,0.86961854,0.47148
S01665,0.2,0,0,0.2,0.6,0,0,1,0,0,0,0.09545817,0.5008843
S01666,0.2,0,0,0.2,0.6,0,1,0,0,0,0,0.4778858,0.9864698
S01667,0.2,0,0,0.2,0.6,0,0,0,1,0,0,0.5305041,0.024832806
S01668,0.2,0,0,0.2,0.6,1,0,0,0,0,0,0.95925,0.5022898
S01669,0.2,0.2,0,0.6,0,0,0,1,0,0,0,0.09130124,0.63410234
S01670,0.2,0.2,0,0.6,0,0,1,0,0,0,0,0.30561802,0.89207315
S01671,0.2,0.2,0,0.6,0,0,0,0,1,0,0,0.35968167,0.087933786
S01672,0.2,0.2,0,0.6,0,1,0,0,0,0,0,0.9682442,0.58482975
S01673,0.2,0,0.2,0.6,0,0,0,1,0,0,0,0.0849915,0.6265871
S01674,0.2,0,0.2,0.6,0,0,1,0,0,0,0,0.29694822,0.89780587
S01675,0.2,0,0.2,0.6,0,0,0,0,1,0,0,0.35362184,0.08485773
S01676,0.2,0,0.2,0.6,0,1,0,0,0,0,0,0.9692785,0.5944033
S01677,0.2,0,0,0.6,0.2,0,0,1,0,0,0,0.099520944,0.6227173
S01678,0.2,0,0,0.6,0.2,0,1,0,0,0,0,0.30107227,0.90740734
S01679,0.2,0,0,0.6,0.2,0,0,0,1,0,0,0.34847403,0.074512
S01680,0.2,0,0,0.6,0.2,1,0,0,0,0,0,0.9801547,0.5646563
S01681,0.6,0.2,0.2,0,0,0,0,1,0,0,0,0.06315055,0.3803684
S01682,0.6,0.2,0.2,0,0,0,1,0,0,0,0,0.62830734,0.8868939
S01683,0.6,0.2,0.2,0,0,0,0,0,1,0,0,0.61233854,0.07300188
S01684,0.6,0.2,0.2,0,0,1,0,0,0,0,0,0.8833937,0.36644822
S01685,0.6,0.2,0,0,0.2,0,0,1,0,0,0,0.0719646,0.38425267
S01686,0.6,0.2,0,0,0.2,0,1,0,0,0,0,0.638981,0.89022714
S01687,0.6,0.2,0,0,0.2,0,0,0,1,0,0,0.6246903,0.061470896
S01688,0.6,0.2,0,0,0.2,1,0,0,0,0,0,0.8889624,0.3766761
S01689,0.6,0,0.2,0,0.2,0,0,1,0,0,0,0.074496105,0.39527765
S01690,0.6,0,0.2,0,0.2,0,1,0,0,0,0,0.6211983,0.8938155
S01691,0.6,0,0.2,0,0.2,0,0,0,1,0,0,0.62299675,0.072172865
S01692,0.6,0,0.2,0,0.2,1,0,0,0,0,0,0.88929087,0.35720965
S01693,0.6,0.2,0,0.2,0,0,0,1,0,0,0,0.07616944,0.37459177
S01694,0.6,0.2,0,0.2,0,0,1,0,0,0,0,0.6399143,0.8994809
S01695,0.6,0.2,0,0.2,0,0,0,0,1,0,0,0.6347308,0.07921062
S01696,0.6,0.2,0,0.2,0,1,0,0,0,0,0,0.89922976,0.37849298
S01697,0.6,0,0.2,0.2,0,0,0,1,0,0,0,0.08631857,0.37633935
S01698,0.6,0,0.2,0.2,0,0,1,0,0,0,0,0.6244075,0.9029171
S01699,0.6,0,0.2,0.2,0,0,0,0,1,0,0,0.62543416,0.085004285
S01700,0.6,0,0.2,0.2,0,1,0,0,0,0,0,0.8990023,0.3607958
S01701,0.6,0,0,0.2,0.2,0,0,1,0,0,0,0.08772053,0.38689908
S01702,0.6,0,0,0.2,0.2,0,1,0,0,0,0,0.6350264,0.9086542
S01703,0.6,0,0,0.2,0.2,0,0,0,1,0,0,0.63714194,0.07063184
S01704,0.6,0,0,0.2,0.2,1,0,0,0,0,0,0.90760773,0.37037548
S01705,0,0.4,0.4,0,0.2,0,0,1,0,0,0,0.022401147,0.48615205
S01706,0,0.4,0.4,0,0.2,0,1,0,0,0,0,0.48224345,0.918647
S01707,0,0.4,0.4,0,0.2,0,0,0,1,0,0,0.46132118,0.048352066
S01708,0,0.4,0.4,0,0.2,1,0,0,0,0,0,0.8832779,0.5250557
S01709,0,0.4,0.2,0,0.4,0,0,1,0,0,0,0.055028364,0.5033296
S01710,0,0.4,0.2,0,0.4,0,1,0,0,0,0,0.5045068,0.9432356
S01711,0,0.4,0.2,0,0.4,0,0,0,1,0,0,0.48079756,0.020363674
S01712,0,0.4,0.2,0,0.4,1,0,0,0,0,0,0.91641265,0.5231985
S01713,0,0.2,0.4,0,0.4,0,0,1,0,0,0,0.056289494,0.47279188
S01714,0,0.2,0.4,0,0.4,0,1,0,0,0,0,0.46283823,0.94681805
S01715,0,0.2,0.4,0,0.4,0,0,0,1,0,0,0.4946195,0.051139757
S01716,0,0.2,0.4,0,0.4,1,0,0,0,0,0,0.90879035,0.49383005
S01717,0,0.4,0.4,0.2,0,0,0,1,0,0,0,0.013664359,0.48930937
S01718,0,0.4,0.4,0.2,0,0,1,0,0,0,0,0.4784402,0.90988755
S01719,0,0.4,0.4,0.2,0,0,0,0,1,0,0,0.44521523,0.054670423
S01720,0,0.4,0.4,0.2,0,1,0,0,0,0,0,0.8774919,0.532057
S01721,0,0.4,0,0.2,0.4,0,0,1,0,0,0,0.061601363,0.5184392
S01722,0,0.4,0,0.2,0.4,0,1,0,0,0,0,0.5116712,0.94983363
S01723,0,0.4,0,0.2,0.4,0,0,0,1,0,0,0.4777848,0.010559673
S01724,0,0.4,0,0.2,0.4,1,0,0,0,0,0,0.9279464,0.5320777
S01725,0,0,0.4,0.2,0.4,0,0,1,0,0,0,0.06304937,0.46650687
S01726,0,0,0.4,0.2,0.4,0,1,0,0,0,0,0.4495141,0.9537058
S01727,0,0,0.4,0.2,0.4,0,0,0,1,0,0,0.49820644,0.059498165
S01728,0,0,0.4,0.2,0.4,1,0,0,0,0,0,0.91201997,0.48472086
S01729,0,0.4,0.2,0.4,0,0,0,1,0,0,0,0.046971656,0.56629056
S01730,0,0.4,0.2,0.4,0,0,1,0,0,0,0,0.34636563,0.886146
S01731,0,0.4,0.2,0.4,0,0,0,0,1,0,0,0.41545835,0.05298837
S01732,0,0.4,0.2,0.4,0,1,0,0,0,0,0,0.9220114,0.5762828
S01733,0,0.2,0.4,0.4,0,0,0,1,0,0,0,0.058744904,0.5925401
S01734,0,0.2,0.4,0.4,0,0,1,0,0,0,0,0.3759069,0.9006944
S01735,0,0.2,0.4,0.4,0,0,0,0,1,0,0,0.41831228,0.07624078
S01736,0,0.2,0.4,0.4,0,1,0,0,0,0,0,0.9393959,0.5923657
S01737,0,0.4,0,0.4,0.2,0,0,1,0,0,0,0.052952424,0.55636424
S01738,0,0.4,0,0.4,0.2,0,1,0,0,0,0,0.33713523,0.89348817
S01739,0,0.4,0,0.4,0.2,0,0,0,1,0,0,0.40110853,0.04206931
S01740,0,0.4,0,0.4,0.2,1,0,0,0,0,0,0.9269097,0.5603599
S01741,0,0,0.4,0.4,0.2,0,0,1,0,0,0,0.073677234,0.59473044
S01742,0,0,0.4,0.4,0.2,0,1,0,0,0,0,0.37983066,0.91260123
S01743,0,0,0.4,0.4,0.2,0,0,0,1,0,0,0.4055273,0.08172791
S01744,0,0,0.4,0.4,0.2,1,0,0,0,0,0,0.9360209,0.5995966
S01745,0,0.2,0,0.4,0.4,0,0,1,0,0,0,0.09212466,0.55913025
S01746,0,0.2,0,0.4,0.4,0,1,0,0,0,0,0.33798978,0.9242676
S01747,0,0.2,0,0.4,0.4,0,0,0,1,0,0,0.37668446,0.043986496
S01748,0,0.2,0,0.4,0.4,1,0,0,0,0,0,0.95695454,0.53592646
S01749,0,0,0.2,0.4,0.4,0,0,1,0,0,0,0.096649945,0.5740804
S01750,0,0,0.2,0.4,0.4,0,1,0,0,0,0,0.35010114,0.9312661
S01751,0,0,0.2,0.4,0.4,0,0,0,1,0,0,0.37339374,0.05572879
S01752,0,0,0.2,0.4,0.4,1,0,0,0,0,0,0.96884274,0.541205
S01753,0.2,0.4,0.4,0,0,0,0,1,0,0,0,0.01359567,0.48238456
S01754,0.2,0.4,0.4,0,0,0,1,0,0,0,0,0.4848744,0.9097152
S01755,0.2,0.4,0.4,0,0,0,0,0,1,0,0,0.4528953,0.052993882
S01756,0.2,0.4,0.4,0,0,1,0,0,0,0,0,0.874705,0.524669
S01757,0.2,0.4,0,0,0.4,0,0,1,0,0,0,0.060828358,0.5108025
S01758,0.2,0.4,0,0,0.4,0,1,0,0,0,0,0.5195034,0.94875234
S01759,0.2,0.4,0,0,0.4,0,0,0,1,0,0,0.48487762,0.01107051
S01760,0.2,0.4,0,0,0.4,1,0,0,0,0,0,0.9236283,0.5256576
S01761,0.2,0,0.4,0,0.4,0,0,1,0,0,0,0.063314036,0.45859542
S01762,0.2,0,0.4,0,0.4,0,1,0,0,0,0,0.45725682,0.95398045
S01763,0.2,0,0.4,0,0.4,0,0,0,1,0,0,0.5059745,0.05862491
S01764,0.2,0,0.4,0,0.4,1,0,0,0,0,0,0.9096517,0.47729096
S01765,0.2,0.4,0,0.4,0,0,0,1,0,0,0,0.04354035,0.55748767
S01766,0.2,0.4,0,0.4,0,0,1,0,0,0,0,0.3371605,0.8834261
S01767,0.2,0.4,0,0.4,0,0,0,0,1,0,0,0.41259217,0.04300852
S01768,0.2,0.4,0,0.4,0,1,0,0,0,0,0,0.91836226,0.56723917
S01769,0.2,0,0.4,0.4,0,0,0,1,0,0,0,0.06424523,0.5999317
S01770,0.2,0,0.4,0.4,0,0,1,0,0,0,0,0.38771087,0.9056679
S01771,0.2,0,0.4,0.4,0,0,0,0,1,0,0,0.41716355,0.08647336
S01772,0.2,0,0.4,0.4,0,1,0,0,0,0,0,0.94276994,0.6048282
S01773,0.2,0,0,0.4,0.4,0,0,1,0,0,0,0.10152318,0.5632928
S01774,0.2,0,0,0.4,0.4,0,1,0,0,0,0,0.33794126,0.9345133
S01775,0.2,0,0,0.4,0.4,0,0,0,1,0,0,0.3669747,0.04792267
S01776,0.2,0,0,0.4,0.4,1,0,0,0,0,0,0.96925414,0.5314971
S01777,0.4,0.4,0.2,0,0,0,0,1,0,0,0,0.03930976,0.390319
S01778,0.4,0.4,0.2,0,0,0,1,0,0,0,0,0.5699721,0.9023161
S01779,0.4,0.4,0.2,0,0,0,0,0,1,0,0,0.5947764,0.058312416
S01780,0.4,0.4,0.2,0,0,1,0,0,0,0,0,0.87586313,0.41017655
S01781,0.4,0.2,0.4,0,0,0,0,1,0,0,0,0.039977,0.41276723
S01782,0.4,0.2,0.4,0,0,0,1,0,0,0,0,0.5873221,0.89092714
S01783,0.4,0.2,0.4,0,0,0,0,0,1,0,0,0.59396195,0.08059283
S01784,0.4,0.2,0.4,0,0,1,0,0,0,0,0,0.87429136,0.43515694
S01785,0.4,0.4,0,0,0.2,0,0,1,0,0,0,0.04578973,0.38449275
S01786,0.4,0.4,0,0,0.2,0,1,0,0,0,0,0.5626509,0.91969824
S01787,0.4,0.4,0,0,0.2,0,0,0,1,0,0,0.5832749,0.0456855
S01788,0.4,0.4,0,0,0.2,1,0,0,0,0,0,0.8787998,0.40099713
S01789,0.4,0,0.4,0,0.2,0,0,1,0,0,0,0.05469261,0.4247114
S01790,0.4,0,0.4,0,0.2,0,1,0,0,0,0,0.5963648,0.8869301
S01791,0.4,0,0.4,0,0.2,0,0,0,1,0,0,0.5920096,0.08866452
S01792,0.4,0,0.4,0,0.2,1,0,0,0,0,0,0.887567,0.44537187
S01793,0.4,0.2,0,0,0.4,0,0,1,0,0,0,0.0898042,0.42754817
S01794,0.4,0.2,0,0,0.4,0,1,0,0,0,0,0.57249653,0.9475131
S01795,0.4,0.2,0,0,0.4,0,0,0,1,0,0,0.56075746,0.041809905
S01796,0.4,0.2,0,0,0.4,1,0,0,0,0,0,0.9304719,0.43737337
S01797,0.4,0,0.2,0,0.4,0,0,1,0,0,0,0.0834409,0.43387344
S01798,0.4,0,0.2,0,0.4,0,1,0,0,0,0,0.5795697,0.94694805
S01799,0.4,0,0.2,0,0.4,0,0,0,1,0,0,0.5467652,0.045242354
S01800,0.4,0,0.2,0,0.4,1,0,0,0,0,0,0.92140657,0.44281343
S01801,0.4,0.4,0,0.2,0,0,0,1,0,0,0,0.041061837,0.3769655
S01802,0.4,0.4,0,0.2,0,0,1,0,0,0,0,0.5621669,0.9101867
S01803,0.4,0.4,0,0.2,0,0,0,0,1,0,0,0.5923674,0.049264256
S01804,0.4,0.4,0,0.2,0,1,0,0,0,0,0,0.8875081,0.3988118
S01805,0.4,0,0.4,0.2,0,0,0,1,0,0,0,0.044698045,0.4225938
S01806,0.4,0,0.4,0.2,0,0,1,0,0,0,0,0.5997699,0.89450675
S01807,0.4,0,0.4,0.2,0,0,0,0,1,0,0,0.5830784,0.09012889
S01808,0.4,0,0.4,0.2,0,1,0,0,0,0,0,0.8766366,0.44705042
S01809,0.4,0,0,0.2,0.4,0,0,1,0,0,0,0.09831746,0.42779437
S01810,0.4,0,0,0.2,0.4,0,1,0,0,0,0,0.58769006,0.9466156
S01811,0.4,0,0,0.2,0.4,0,0,0,1,0,0,0.5521696,0.052558668
S01812,0.4,0,0,0.2,0.4,1,0,0,0,0,0,0.92612344,0.4287205
S01813,0.4,0.2,0,0.4,0,0,0,1,0,0,0,0.10337161,0.38924453
S01814,0.4,0.2,0,0.4,0,0,1,0,0,0,0,0.6241949,0.9291916
S01815,0.4,0.2,0,0.4,0,0,0,0,1,0,0,0.5555932,0.08422942
S01816,0.4,0.2,0,0.4,0,1,0,0,0,0,0,0.91367286,0.39492175
S01817,0.4,0,0.2,0.4,0,0,0,1,0,0,0,0.11211591,0.38568938
S01818,0.4,0,0.2,0.4,0,0,1,0,0,0,0,0.6188662,0.9205576
S01819,0.4,0,0.2,0.4,0,0,0,0,1,0,0,0.56486624,0.08874477
S01820,0.4,0,0.2,0.4,0,1,0,0,0,0,0,0.92585367,0.39361033
S01821,0.4,0,0,0.4,0.2,0,0,1,0,0,0,0.10487694,0.39890942
S01822,0.4,0,0,0.4,0.2,0,1,0,0,0,0,0.6149134,0.93002826
S01823,0.4,0,0,0.4,0.2,0,0,0,1,0,0,0.54805785,0.078833014
S01824,0.4,0,0,0.4,0.2,1,0,0,0,0,0,0.9235722,0.4045497
S01825,0,1,0,0,0,0.2,0.2,0.4,0.2,0,0,0.28222314,0.52890086
S01826,0,1,0,0,0,0.2,0.4,0.2,0.2,0,0,0.46467152,0.6977903
S01827,0,1,0,0,0,0.2,0.2,0.2,0.4,0,0,0.49486285,0.2960648
S01828,0,1,0,0,0,0.4,0.2,0.2,0.2,0,0,0.67638713,0.48212928
S01829,0,0,1,0,0,0.2,0.2,0.4,0.2,0,0,0.33363244,0.51725197
S01830,0,0,1,0,0,0.2,0.4,0.2,0.2,0,0,0.43296406,0.73186815
S01831,0,0,1,0,0,0.2,0.2,0.2,0.4,0,0,0.41857642,0.25421283
S01832,0,0,1,0,0,0.4,0.2,0.2,0.2,0,0,0.6924394,0.4441316
S01833,0,0,0,0,1,0.2,0.2,0.4,0.2,0,0,0.32701638,0.5748323
S01834,0,0,0,0,1,0.2,0.4,0.2,0.2,0,0,0.4755509,0.76287055
S01835,0,0,0,0,1,0.2,0.2,0.2,0.4,0,0,0.5065248,0.26325557
S01836,0,0,0,0,1,0.4,0.2,0.2,0.2,0,0,0.7359871,0.5061922
S01837,0,0,0,1,0,0,0.2,0.4,0.2,0.2,0,0.113452084,0.7257736
S01838,0,0,0,1,0,0,0.4,0.2,0.2,0.2,0,0.2076874,0.8334235
S01839,0,0,0,1,0,0,0.2,0.2,0.2,0.4,0,0.113783,0.7557168
S01840,0,0,0,1,0,0,0.2,0.2,0.4,0.2,0,0.0903832,0.75693876
S01841,0,0,0,1,0,0.2,0.2,0.4,0,0.2,0,0.14372653,0.7334354
S01842,0,0,0,1,0,0.2,0.4,0.2,0,0.2,0,0.19293208,0.81298226
S01843,0,0,0,1,0,0.2,0.2,0.2,0,0.4,0,0.13863754,0.7725951
S01844,0,0,0,1,0,0.2,0.2,0.4,0.2,0,0,0.13185894,0.7422522
S01845,0,0,0,1,0,0.2,0.4,0.2,0.2,0,0,0.18630984,0.8383865
S01846,0,0,0,1,0,0.2,0,0.4,0.2,0.2,0,0.12276004,0.7336564
S01847,0,0,0,1,0,0.2,0.4,0,0.2,0.2,0,0.19583315,0.8301003
S01848,0,0,0,1,0,0.2,0,0.2,0.2,0.4,0,0.11711108,0.7679582
S01849,0,0,0,1,0,0.2,0.2,0,0.2,0.4,0,0.11972644,0.7778197
S01850,0,0,0,1,0,0.2,0.2,0.2,0.4,0,0,0.0833713,0.789091
S01851,0,0,0,1,0,0.2,0,0.2,0.4,0.2,0,0.08994662,0.77393717
S01852,0,0,0,1,0,0.2,0.2,0,0.4,0.2,0,0.097525686,0.78610265
S01853,0,0,0,1,0,0.4,0.2,0.2,0,0.2,0,0.15393047,0.8004582
S01854,0,0,0,1,0,0.4,0.2,0.2,0.2,0,0,0.13290973,0.82176685
S01855,0,0,0,1,0,0.4,0,0.2,0.2,0.2,0,0.11895368,0.79915214
S01856,0,0,0,1,0,0.4,0.2,0,0.2,0.2,0,0.12720178,0.8073211
S01857,1,0,0,0,0,0,0.2,0.4,0.2,0.2,0,0.8197463,0.17090711
S01858,1,0,0,0,0,0,0.4,0.2,0.2,0.2,0,0.8506967,0.18913755
S01859,1,0,0,0,0,0,0.2,0.2,0.2,0.4,0,0.82766515,0.19917536
S01860,1,0,0,0,0,0,0.2,0.2,0.4,0.2,0,0.748205,0.14617732
S01861,1,0,0,0,0,0.2,0.2,0.4,0,0.2,0,0.8288105,0.17856732
S01862,1,0,0,0,0,0.2,0.4,0.2,0,0.2,0,0.85923827,0.19954571
S01863,1,0,0,0,0,0.2,0.2,0.2,0,0.4,0,0.83211,0.20804629
S01864,1,0,0,0,0,0.2,0.2,0.4,0.2,0,0,0.81508404,0.15571919
S01865,1,0,0,0,0,0.2,0.4,0.2,0.2,0,0,0.8656707,0.18573242
S01866,1,0,0,0,0,0.2,0,0.4,0.2,0.2,0,0.79355806,0.17687407
S01867,1,0,0,0,0,0.2,0.4,0,0.2,0.2,0,0.86211973,0.21447341
S01868,1,0,0,0,0,0.2,0,0.2,0.2,0.4,0,0.8076802,0.2064722
S01869,1,0,0,0,0,0.2,0.2,0,0.2,0.4,0,0.837426,0.21903092
S01870,1,0,0,0,0,0.2,0.2,0.2,0.4,0,0,0.7585058,0.13860457
S01871,1,0,0,0,0,0.2,0,0.2,0.4,0.2,0,0.7519443,0.16248877
S01872,1,0,0,0,0,0.2,0.2,0,0.4,0.2,0,0.7363175,0.142009
S01873,1,0,0,0,0,0.4,0.2,0.2,0,0.2,0,0.83711636,0.25265968
S01874,1,0,0,0,0,0.4,0.2,0.2,0.2,0,0,0.84548944,0.24520616
S01875,1,0,0,0,0,0.4,0,0.2,0.2,0.2,0,0.81922936,0.25499514
S01876,1,0,0,0,0,0.4,0.2,0,0.2,0.2,0,0.8479172,0.26081985
S01877,0,0.8,0.2,0,0,0,0.2,0.6,0.2,0,0,0.1865819,0.46857128
S01878,0,0.8,0.2,0,0,0,0.6,0.2,0.2,0,0,0.515875,0.8725476
S01879,0,0.8,0.2,0,0,0,0.2,0.2,0.6,0,0,0.46554428,0.13688563
S01880,0,0.8,0.2,0,0,0.2,0.2,0.6,0,0,0,0.20860851,0.5103736
S01881,0,0.8,0.2,0,0,0.2,0.6,0.2,0,0,0,0.51523,0.8767764
S01882,0,0.8,0.2,0,0,0.2,0,0.6,0.2,0,0,0.19451079,0.49620867
S01883,0,0.8,0.2,0,0,0.2,0.6,0,0.2,0,0,0.5162917,0.8729041
S01884,0,0.8,0.2,0,0,0.2,0,0.2,0.6,0,0,0.4867021,0.13844648
