id,atom_La,atom_Ba,atom_Sr,atom_Pr,atom_Ca,atom_Mn,atom_Fe,atom_Co,atom_Ni,atom_Cu,potential,tsne_0,tsne_1
S05448,0.4,0,0,0.6,0,0.4,0.2,0.2,0.2,0,0,0.48641846,0.85197014
S05449,0.4,0,0,0.6,0,0.4,0,0.2,0.2,0.2,0,0.47799614,0.86700106
S05450,0.4,0,0,0.6,0,0.4,0.2,0,0.2,0.2,0,0.48755062,0.86537343
S05451,0.6,0.4,0,0,0,0,0.2,0.4,0.2,0.2,0,0.5410279,0.22971986
S05452,0.6,0.4,0,0,0,0,0.4,0.2,0.2,0.2,0,0.5475851,0.21793424
S05453,0.6,0.4,0,0,0,0,0.2,0.2,0.4,0.2,0,0.40827522,0.2005957
S05454,0.6,0.4,0,0,0,0.2,0.2,0.4,0,0.2,0,0.54751366,0.23234902
S05455,0.6,0.4,0,0,0,0.2,0.4,0.2,0,0.2,0,0.55426013,0.21953724
S05456,0.6,0.4,0,0,0,0.2,0.2,0.4,0.2,0,0,0.546116,0.23161641
S05457,0.6,0.4,0,0,0,0.2,0.4,0.2,0.2,0,0,0.55384064,0.2190013
S05458,0.6,0.4,0,0,0,0.2,0,0.4,0.2,0.2,0,0.5448129,0.23702477
S05459,0.6,0.4,0,0,0,0.2,0.4,0,0.2,0.2,0,0.55869794,0.21442853
S05460,0.6,0.4,0,0,0,0.2,0.2,0.2,0.4,0,0,0.40937272,0.20038909
S05461,0.6,0.4,0,0,0,0.2,0,0.2,0.4,0.2,0,0.40560448,0.20473398
S05462,0.6,0.4,0,0,0,0.2,0.2,0,0.4,0.2,0,0.40808612,0.1958321
S05463,0.6,0.4,0,0,0,0.4,0.2,0.2,0,0.2,0,0.563234,0.23095772
S05464,0.6,0.4,0,0,0,0.4,0.2,0.2,0.2,0,0,0.56656665,0.2298816
S05465,0.6,0.4,0,0,0,0.4,0,0.2,0.2,0.2,0,0.56843215,0.23519883
S05466,0.6,0.4,0,0,0,0.4,0.2,0,0.2,0.2,0,0.570682,0.22542354
S05467,0.6,0,0.4,0,0,0,0.2,0.4,0.2,0.2,0,0.49375102,0.1795994
S05468,0.6,0,0.4,0,0,0,0.4,0.2,0.2,0.2,0,0.4966489,0.17019944
S05469,0.6,0,0.4,0,0,0,0.2,0.2,0.4,0.2,0,0.47849983,0.17463337
S05470,0.6,0,0.4,0,0,0.2,0.2,0.4,0,0.2,0,0.5003001,0.1796787
S05471,0.6,0,0.4,0,0,0.2,0.4,0.2,0,0.2,0,0.50387764,0.17064701
S05472,0.6,0,0.4,0,0,0.2,0.2,0.4,0.2,0,0,0.49456558,0.1796809
S05473,0.6,0,0.4,0,0,0.2,0.4,0.2,0.2,0,0,0.49756902,0.16957533
S05474,0.6,0,0.4,0,0,0.2,0,0.4,0.2,0.2,0,0.49065307,0.18357664
S05475,0.6,0,0.4,0,0,0.2,0.4,0,0.2,0.2,0,0.49580985,0.16558903
S05476,0.6,0,0.4,0,0,0.2,0.2,0.2,0.4,0,0,0.47919825,0.17455417
S05477,0.6,0,0.4,0,0,0.2,0,0.2,0.4,0.2,0,0.4751845,0.17911975
S05478,0.6,0,0.4,0,0,0.2,0.2,0,0.4,0.2,0,0.47770754,0.17061101
S05479,0.6,0,0.4,0,0,0.4,0.2,0.2,0,0.2,0,0.67417836,0.17654018
S05480,0.6,0,0.4,0,0,0.4,0.2,0.2,0.2,0,0,0.6723587,0.1741533
S05481,0.6,0,0.4,0,0,0.4,0,0.2,0.2,0.2,0,0.6754589,0.1763523
S05482,0.6,0,0.4,0,0,0.4,0.2,0,0.2,0.2,0,0.67242503,0.16828626
S05483,0.6,0,0,0,0.4,0,0.2,0.4,0.2,0.2,0,0.49299002,0.21456406
S05484,0.6,0,0,0,0.4,0,0.4,0.2,0.2,0.2,0,0.49187994,0.20500675
S05485,0.6,0,0,0,0.4,0,0.2,0.2,0.4,0.2,0,0.4642129,0.20470662
S05486,0.6,0,0,0,0.4,0.2,0.2,0.4,0,0.2,0,0.49936277,0.21568382
S05487,0.6,0,0,0,0.4,0.2,0.4,0.2,0,0.2,0,0.5006275,0.2071208
S05488,0.6,0,0,0,0.4,0.2,0.2,0.4,0.2,0,0,0.49423966,0.21444711
S05489,0.6,0,0,0,0.4,0.2,0.4,0.2,0.2,0,0,0.49270213,0.20475374
S05490,0.6,0,0,0,0.4,0.2,0,0.4,0.2,0.2,0,0.4925399,0.21849334
S05491,0.6,0,0,0,0.4,0.2,0.4,0,0.2,0.2,0,0.48771986,0.20232315
S05492,0.6,0,0,0,0.4,0.2,0.2,0.2,0.4,0,0,0.46511143,0.20422705
S05493,0.6,0,0,0,0.4,0.2,0,0.2,0.4,0.2,0,0.45901135,0.20657717
S05494,0.6,0,0,0,0.4,0.2,0.2,0,0.4,0.2,0,0.46775013,0.20391451
S05495,0.6,0,0,0,0.4,0.4,0.2,0.2,0,0.2,0,0.6653066,0.20720886
S05496,0.6,0,0,0,0.4,0.4,0.2,0.2,0.2,0,0,0.6684454,0.2086412
S05497,0.6,0,0,0,0.4,0.4,0,0.2,0.2,0.2,0,0.66813576,0.21325015
S05498,0.6,0,0,0,0.4,0.4,0.2,0,0.2,0.2,0,0.673389,0.20753908
S05499,0.6,0,0,0.4,0,0,0.2,0.4,0.2,0.2,0,0.5230702,0.13729176
S05500,0.6,0,0,0.4,0,0,0.4,0.2,0.2,0.2,0,0.5500991,0.13660426
S05501,0.6,0,0,0.4,0,0,0.2,0.2,0.2,0.4,0,0.5371363,0.120417155
S05502,0.6,0,0,0.4,0,0,0.2,0.2,0.4,0.2,0,0.4441364,0.13650957
S05503,0.6,0,0,0.4,0,0.2,0.2,0.4,0,0.2,0,0.5318533,0.14151944
S05504,0.6,0,0,0.4,0,0.2,0.4,0.2,0,0.2,0,0.56136715,0.1416425
S05505,0.6,0,0,0.4,0,0.2,0.2,0.2,0,0.4,0,0.5456487,0.116110235
S05506,0.6,0,0,0.4,0,0.2,0.2,0.4,0.2,0,0,0.52572596,0.15515667
S05507,0.6,0,0,0.4,0,0.2,0.4,0.2,0.2,0,0,0.5628639,0.15526418
S05508,0.6,0,0,0.4,0,0.2,0,0.4,0.2,0.2,0,0.5132007,0.13303895
S05509,0.6,0,0,0.4,0,0.2,0.4,0,0.2,0.2,0,0.57004696,0.1324019
S05510,0.6,0,0,0.4,0,0.2,0,0.2,0.2,0.4,0,0.5323511,0.108404286
S05511,0.6,0,0,0.4,0,0.2,0.2,0,0.2,0.4,0,0.5577643,0.10893132
S05512,0.6,0,0,0.4,0,0.2,0.2,0.2,0.4,0,0,0.44157383,0.14699747
S05513,0.6,0,0,0.4,0,0.2,0,0.2,0.4,0.2,0,0.43364057,0.136825
S05514,0.6,0,0,0.4,0,0.2,0.2,0,0.4,0.2,0,0.45275518,0.126542
S05515,0.6,0,0,0.4,0,0.4,0.2,0.2,0,0.2,0,0.60152847,0.14985718
S05516,0.6,0,0,0.4,0,0.4,0.2,0.2,0.2,0,0,0.6034032,0.16257009
S05517,0.6,0,0,0.4,0,0.4,0,0.2,0.2,0.2,0,0.6165291,0.14581993
S05518,0.6,0,0,0.4,0,0.4,0.2,0,0.2,0.2,0,0.60645866,0.13804315
S05519,0,0.6,0.2,0,0.2,0,0.2,0.6,0.2,0,0,0.26513293,0.6770162
S05520,0,0.6,0.2,0,0.2,0,0.6,0.2,0.2,0,0,0.81514066,0.68495584
S05521,0,0.6,0.2,0,0.2,0,0.2,0.2,0.6,0,0,0.2879705,0.32377332
S05522,0,0.6,0.2,0,0.2,0.2,0.2,0.6,0,0,0,0.25669256,0.6695476
S05523,0,0.6,0.2,0,0.2,0.2,0.6,0.2,0,0,0,0.8372943,0.6548591
S05524,0,0.6,0.2,0,0.2,0.2,0,0.6,0.2,0,0,0.24787998,0.66210157
S05525,0,0.6,0.2,0,0.2,0.2,0.6,0,0.2,0,0,0.8254588,0.67070776
S05526,0,0.6,0.2,0,0.2,0.2,0,0.2,0.6,0,0,0.26245064,0.33787557
S05527,0,0.6,0.2,0,0.2,0.2,0.2,0,0.6,0,0,0.30945998,0.31253064
S05528,0,0.6,0.2,0,0.2,0.6,0.2,0.2,0,0,0,0.81594086,0.34382653
S05529,0,0.6,0.2,0,0.2,0.6,0,0.2,0.2,0,0,0.8150209,0.34353894
S05530,0,0.6,0.2,0,0.2,0.6,0.2,0,0.2,0,0,0.8185053,0.34626448
S05531,0,0.6,0.2,0,0.2,0,0.4,0.4,0.2,0,0,0.4413948,0.57024133
S05532,0,0.6,0.2,0,0.2,0,0.2,0.4,0.4,0,0,0.3300369,0.49549016
S05533,0,0.6,0.2,0,0.2,0,0.4,0.2,0.4,0,0,0.41072553,0.47757682
S05534,0,0.6,0.2,0,0.2,0.2,0.4,0.4,0,0,0,0.5045926,0.5767716
S05535,0,0.6,0.2,0,0.2,0.2,0,0.4,0.4,0,0,0.249543,0.47896037
S05536,0,0.6,0.2,0,0.2,0.2,0.4,0,0.4,0,0,0.45512447,0.42313042
S05537,0,0.6,0.2,0,0.2,0.4,0.2,0.4,0,0,0,0.5773879,0.5392784
S05538,0,0.6,0.2,0,0.2,0.4,0.4,0.2,0,0,0,0.85228324,0.5542337
S05539,0,0.6,0.2,0,0.2,0.4,0,0.4,0.2,0,0,0.5899087,0.4493174
S05540,0,0.6,0.2,0,0.2,0.4,0.4,0,0.2,0,0,0.8496085,0.5365827
S05541,0,0.6,0.2,0,0.2,0.4,0,0.2,0.4,0,0,0.60089815,0.41536015
S05542,0,0.6,0.2,0,0.2,0.4,0.2,0,0.4,0,0,0.6304617,0.4120347
S05543,0,0.2,0.6,0,0.2,0,0.2,0.6,0.2,0,0,0.20686932,0.6243753
S05544,0,0.2,0.6,0,0.2,0,0.6,0.2,0.2,0,0,0.7173426,0.7337283
S05545,0,0.2,0.6,0,0.2,0,0.2,0.2,0.6,0,0,0.2657886,0.2939233
S05546,0,0.2,0.6,0,0.2,0.2,0.2,0.6,0,0,0,0.20665568,0.6201415
S05547,0,0.2,0.6,0,0.2,0.2,0.6,0.2,0,0,0,0.74627143,0.72514355
S05548,0,0.2,0.6,0,0.2,0.2,0,0.6,0.2,0,0,0.20587835,0.6191732
S05549,0,0.2,0.6,0,0.2,0.2,0.6,0,0.2,0,0,0.7276851,0.73029554
S05550,0,0.2,0.6,0,0.2,0.2,0,0.2,0.6,0,0,0.24801809,0.30038908
S05551,0,0.2,0.6,0,0.2,0.2,0.2,0,0.6,0,0,0.27983016,0.28596532
S05552,0,0.2,0.6,0,0.2,0.6,0.2,0.2,0,0,0,0.7495891,0.38885537
S05553,0,0.2,0.6,0,0.2,0.6,0,0.2,0.2,0,0,0.7509797,0.37967318
S05554,0,0.2,0.6,0,0.2,0.6,0.2,0,0.2,0,0,0.7414622,0.40091944
S05555,0,0.2,0.6,0,0.2,0,0.4,0.4,0.2,0,0,0.41455296,0.60217386
S05556,0,0.2,0.6,0,0.2,0,0.2,0.4,0.4,0,0,0.33766508,0.5282904
S05557,0,0.2,0.6,0,0.2,0,0.4,0.2,0.4,0,0,0.41977718,0.511492
S05558,0,0.2,0.6,0,0.2,0.2,0.4,0.4,0,0,0,0.47291008,0.59248996
S05559,0,0.2,0.6,0,0.2,0.2,0,0.4,0.4,0,0,0.25900567,0.5020829
S05560,0,0.2,0.6,0,0.2,0.2,0.4,0,0.4,0,0,0.4931654,0.43710446
S05561,0,0.2,0.6,0,0.2,0.4,0.2,0.4,0,0,0,0.5673357,0.49917886
S05562,0,0.2,0.6,0,0.2,0.4,0.4,0.2,0,0,0,0.7516416,0.46772656
S05563,0,0.2,0.6,0,0.2,0.4,0,0.4,0.2,0,0,0.5500757,0.4706487
S05564,0,0.2,0.6,0,0.2,0.4,0.4,0,0.2,0,0,0.7379417,0.46122277
S05565,0,0.2,0.6,0,0.2,0.4,0,0.2,0.4,0,0,0.5955364,0.37998384
S05566,0,0.2,0.6,0,0.2,0.4,0.2,0,0.4,0,0,0.6208754,0.3734632
S05567,0,0.2,0.2,0,0.6,0,0.2,0.6,0.2,0,0,0.29873484,0.6043751
S05568,0,0.2,0.2,0,0.6,0,0.6,0.2,0.2,0,0,0.63805985,0.7037622
S05569,0,0.2,0.2,0,0.6,0,0.2,0.2,0.6,0,0,0.1767094,0.35892853
S05570,0,0.2,0.2,0,0.6,0.2,0.2,0.6,0,0,0,0.28351855,0.61155045
S05571,0,0.2,0.2,0,0.6,0.2,0.6,0.2,0,0,0,0.6401318,0.7067967
S05572,0,0.2,0.2,0,0.6,0.2,0,0.6,0.2,0,0,0.26911423,0.6060268
S05573,0,0.2,0.2,0,0.6,0.2,0.6,0,0.2,0,0,0.63871187,0.70281166
S05574,0,0.2,0.2,0,0.6,0.2,0,0.2,0.6,0,0,0.17211726,0.37942496
S05575,0,0.2,0.2,0,0.6,0.2,0.2,0,0.6,0,0,0.17818111,0.34708226
S05576,0,0.2,0.2,0,0.6,0.6,0.2,0.2,0,0,0,0.80336803,0.42318094
S05577,0,0.2,0.2,0,0.6,0.6,0,0.2,0.2,0,0,0.7997421,0.40873376
S05578,0,0.2,0.2,0,0.6,0.6,0.2,0,0.2,0,0,0.80868673,0.43876678
S05579,0,0.2,0.2,0,0.6,0,0.4,0.4,0.2,0,0,0.43758833,0.6302258
S05580,0,0.2,0.2,0,0.6,0,0.2,0.4,0.4,0,0,0.30654448,0.5446157
S05581,0,0.2,0.2,0,0.6,0,0.4,0.2,0.4,0,0,0.45511928,0.5136441
S05582,0,0.2,0.2,0,0.6,0.2,0.4,0.4,0,0,0,0.4635744,0.631947
S05583,0,0.2,0.2,0,0.6,0.2,0,0.4,0.4,0,0,0.27444342,0.5362668
S05584,0,0.2,0.2,0,0.6,0.2,0.4,0,0.4,0,0,0.49007457,0.48150417
S05585,0,0.2,0.2,0,0.6,0.4,0.2,0.4,0,0,0,0.60625446,0.50684595
S05586,0,0.2,0.2,0,0.6,0.4,0.4,0.2,0,0,0,0.78237855,0.5216225
S05587,0,0.2,0.2,0,0.6,0.4,0,0.4,0.2,0,0,0.5536882,0.4396715
S05588,0,0.2,0.2,0,0.6,0.4,0.4,0,0.2,0,0,0.78100437,0.49764708
S05589,0,0.2,0.2,0,0.6,0.4,0,0.2,0.4,0,0,0.55490947,0.40278858
S05590,0,0.2,0.2,0,0.6,0.4,0.2,0,0.4,0,0,0.6613459,0.40140805
S05591,0,0.6,0.2,0.2,0,0,0.2,0.6,0.2,0,0,0.260743,0.6854518
S05592,0,0.6,0.2,0.2,0,0,0.6,0.2,0.2,0,0,0.8196263,0.68814474
S05593,0,0.6,0.2,0.2,0,0,0.2,0.2,0.6,0,0,0.2884033,0.32635358
S05594,0,0.6,0.2,0.2,0,0.2,0.2,0.6,0,0,0,0.25216937,0.6769728
S05595,0,0.6,0.2,0.2,0,0.2,0.6,0.2,0,0,0,0.8417414,0.66097987
S05596,0,0.6,0.2,0.2,0,0.2,0,0.6,0.2,0,0,0.24408516,0.6691523
S05597,0,0.6,0.2,0.2,0,0.2,0.6,0,0.2,0,0,0.8301049,0.6750146
S05598,0,0.6,0.2,0.2,0,0.2,0,0.2,0.6,0,0,0.26713392,0.33846992
S05599,0,0.6,0.2,0.2,0,0.2,0.2,0,0.6,0,0,0.31095803,0.31443816
S05600,0,0.6,0.2,0.2,0,0.6,0.2,0.2,0,0,0,0.8126166,0.32491392
S05601,0,0.6,0.2,0.2,0,0.6,0,0.2,0.2,0,0,0.81206214,0.32440466
S05602,0,0.6,0.2,0.2,0,0.6,0.2,0,0.2,0,0,0.813663,0.3188607
S05603,0,0.6,0.2,0.2,0,0,0.4,0.4,0.2,0,0,0.43933675,0.57054555
S05604,0,0.6,0.2,0.2,0,0,0.2,0.4,0.4,0,0,0.32313478,0.49224493
S05605,0,0.6,0.2,0.2,0,0,0.4,0.2,0.4,0,0,0.41648737,0.47481886
S05606,0,0.6,0.2,0.2,0,0.2,0.4,0.4,0,0,0,0.5027747,0.5762022
S05607,0,0.6,0.2,0.2,0,0.2,0,0.4,0.4,0,0,0.25419027,0.47473222
S05608,0,0.6,0.2,0.2,0,0.2,0.4,0,0.4,0,0,0.45515987,0.42557934
S05609,0,0.6,0.2,0.2,0,0.4,0.2,0.4,0,0,0,0.5691516,0.5353471
S05610,0,0.6,0.2,0.2,0,0.4,0.4,0.2,0,0,0,0.84632266,0.55300456
S05611,0,0.6,0.2,0.2,0,0.4,0,0.4,0.2,0,0,0.5951607,0.4557833
S05612,0,0.6,0.2,0.2,0,0.4,0.4,0,0.2,0,0,0.8434071,0.53860134
S05613,0,0.6,0.2,0.2,0,0.4,0,0.2,0.4,0,0,0.60170233,0.41386643
S05614,0,0.6,0.2,0.2,0,0.4,0.2,0,0.4,0,0,0.6223692,0.40798637
S05615,0,0.2,0.6,0.2,0,0,0.2,0.6,0.2,0,0,0.19200355,0.63686496
S05616,0,0.2,0.6,0.2,0,0,0.6,0.2,0.2,0,0,0.7193753,0.73504746
S05617,0,0.2,0.6,0.2,0,0,0.2,0.2,0.6,0,0,0.2691174,0.29410028
S05618,0,0.2,0.6,0.2,0,0.2,0.2,0.6,0,0,0,0.19610234,0.6325862
S05619,0,0.2,0.6,0.2,0,0.2,0.6,0.2,0,0,0,0.74656844,0.72650254
S05620,0,0.2,0.6,0.2,0,0.2,0,0.6,0.2,0,0,0.19732831,0.63051707
S05621,0,0.2,0.6,0.2,0,0.2,0.6,0,0.2,0,0,0.7292983,0.7308744
S05622,0,0.2,0.6,0.2,0,0.2,0,0.2,0.6,0,0,0.25242525,0.30082178
S05623,0,0.2,0.6,0.2,0,0.2,0.2,0,0.6,0,0,0.28233084,0.2859139
S05624,0,0.2,0.6,0.2,0,0.6,0.2,0.2,0,0,0,0.7531916,0.35583398
S05625,0,0.2,0.6,0.2,0,0.6,0,0.2,0.2,0,0,0.74416167,0.3567412
S05626,0,0.2,0.6,0.2,0,0.6,0.2,0,0.2,0,0,0.7486939,0.34608445
S05627,0,0.2,0.6,0.2,0,0,0.4,0.4,0.2,0,0,0.4130063,0.5954989
S05628,0,0.2,0.6,0.2,0,0,0.2,0.4,0.4,0,0,0.34028643,0.521287
S05629,0,0.2,0.6,0.2,0,0,0.4,0.2,0.4,0,0,0.41475332,0.5054966
S05630,0,0.2,0.6,0.2,0,0.2,0.4,0.4,0,0,0,0.47725835,0.58671993
S05631,0,0.2,0.6,0.2,0,0.2,0,0.4,0.4,0,0,0.2605599,0.4981559
S05632,0,0.2,0.6,0.2,0,0.2,0.4,0,0.4,0,0,0.4901296,0.4374625
S05633,0,0.2,0.6,0.2,0,0.4,0.2,0.4,0,0,0,0.5621209,0.50438213
S05634,0,0.2,0.6,0.2,0,0.4,0.4,0.2,0,0,0,0.7476861,0.46613342
S05635,0,0.2,0.6,0.2,0,0.4,0,0.4,0.2,0,0,0.5541341,0.47651654
S05636,0,0.2,0.6,0.2,0,0.4,0.4,0,0.2,0,0,0.7335191,0.46050382
S05637,0,0.2,0.6,0.2,0,0.4,0,0.2,0.4,0,0,0.59488934,0.37972113
S05638,0,0.2,0.6,0.2,0,0.4,0.2,0,0.4,0,0,0.62032187,0.37274095
S05639,0,0.6,0,0.2,0.2,0,0.2,0.6,0.2,0,0,0.2673244,0.6803514
S05640,0,0.6,0,0.2,0.2,0,0.6,0.2,0.2,0,0,0.8164953,0.6829736
S05641,0,0.6,0,0.2,0.2,0,0.2,0.2,0.6,0,0,0.29005352,0.33393946
S05642,0,0.6,0,0.2,0.2,0.2,0.2,0.6,0,0,0,0.25898096,0.6716483
S05643,0,0.6,0,0.2,0.2,0.2,0.6,0.2,0,0,0,0.83789647,0.65427834
S05644,0,0.6,0,0.2,0.2,0.2,0,0.6,0.2,0,0,0.25081432,0.66408664
S05645,0,0.6,0,0.2,0.2,0.2,0.6,0,0.2,0,0,0.82635486,0.6695272
S05646,0,0.6,0,0.2,0.2,0.2,0,0.2,0.6,0,0,0.26468626,0.34672686
S05647,0,0.6,0,0.2,0.2,0.2,0.2,0,0.6,0,0,0.31520757,0.3234032
S05648,0,0.6,0,0.2,0.2,0.6,0.2,0.2,0,0,0,0.8346881,0.34730715
S05649,0,0.6,0,0.2,0.2,0.6,0,0.2,0.2,0,0,0.83247894,0.34687787
S05650,0,0.6,0,0.2,0.2,0.6,0.2,0,0.2,0,0,0.8386935,0.34825042
S05651,0,0.6,0,0.2,0.2,0,0.4,0.4,0.2,0,0,0.44742915,0.56885266
S05652,0,0.6,0,0.2,0.2,0,0.2,0.4,0.4,0,0,0.32155505,0.49088323
S05653,0,0.6,0,0.2,0.2,0,0.4,0.2,0.4,0,0,0.416812,0.47169554
S05654,0,0.6,0,0.2,0.2,0.2,0.4,0.4,0,0,0,0.5105154,0.57766473
S05655,0,0.6,0,0.2,0.2,0.2,0,0.4,0.4,0,0,0.25469616,0.47164264
S05656,0,0.6,0,0.2,0.2,0.2,0.4,0,0.4,0,0,0.44997668,0.42654034
S05657,0,0.6,0,0.2,0.2,0.4,0.2,0.4,0,0,0,0.5784747,0.5393056
S05658,0,0.6,0,0.2,0.2,0.4,0.4,0.2,0,0,0,0.8491749,0.5568696
S05659,0,0.6,0,0.2,0.2,0.4,0,0.4,0.2,0,0,0.5959559,0.45396805
S05660,0,0.6,0,0.2,0.2,0.4,0.4,0,0.2,0,0,0.8482175,0.5413894
S05661,0,0.6,0,0.2,0.2,0.4,0,0.2,0.4,0,0,0.59603006,0.42031944
S05662,0,0.6,0,0.2,0.2,0.4,0.2,0,0.4,0,0,0.6302314,0.4120086
S05663,0,0,0.6,0.2,0.2,0,0.2,0.6,0.2,0,0,0.20241433,0.59560955
S05664,0,0,0.6,0.2,0.2,0,0.6,0.2,0.2,0,0,0.6975877,0.74207425
S05665,0,0,0.6,0.2,0.2,0,0.2,0.2,0.6,0,0,0.2623844,0.29076228
S05666,0,0,0.6,0.2,0.2,0.2,0.2,0.6,0,0,0,0.20298722,0.60255414
S05667,0,0,0.6,0.2,0.2,0.2,0.6,0.2,0,0,0,0.69218856,0.74347234
S05668,0,0,0.6,0.2,0.2,0.2,0,0.6,0.2,0,0,0.20221055,0.6001677
S05669,0,0,0.6,0.2,0.2,0.2,0.6,0,0.2,0,0,0.69695556,0.741799
S05670,0,0,0.6,0.2,0.2,0.2,0,0.2,0.6,0,0,0.24528737,0.29674885
S05671,0,0,0.6,0.2,0.2,0.2,0.2,0,0.6,0,0,0.2770554,0.28188258
S05672,0,0,0.6,0.2,0.2,0.6,0.2,0.2,0,0,0,0.74925005,0.39006984
S05673,0,0,0.6,0.2,0.2,0.6,0,0.2,0.2,0,0,0.7509195,0.3810707
S05674,0,0,0.6,0.2,0.2,0.6,0.2,0,0.2,0,0,0.7412588,0.4020752
S05675,0,0,0.6,0.2,0.2,0,0.4,0.4,0.2,0,0,0.4134376,0.60604066
S05676,0,0,0.6,0.2,0.2,0,0.2,0.4,0.4,0,0,0.3357544,0.52903
S05677,0,0,0.6,0.2,0.2,0,0.4,0.2,0.4,0,0,0.42188188,0.5114155
S05678,0,0,0.6,0.2,0.2,0.2,0.4,0.4,0,0,0,0.47016814,0.5955088
S05679,0,0,0.6,0.2,0.2,0.2,0,0.4,0.4,0,0,0.2655884,0.5043217
S05680,0,0,0.6,0.2,0.2,0.2,0.4,0,0.4,0,0,0.49368858,0.4446792
S05681,0,0,0.6,0.2,0.2,0.4,0.2,0.4,0,0,0,0.56833214,0.49868283
S05682,0,0,0.6,0.2,0.2,0.4,0.4,0.2,0,0,0,0.7506239,0.46772328
S05683,0,0,0.6,0.2,0.2,0.4,0,0.4,0.2,0,0,0.55089706,0.47431904
S05684,0,0,0.6,0.2,0.2,0.4,0.4,0,0.2,0,0,0.73665446,0.46126962
S05685,0,0,0.6,0.2,0.2,0.4,0,0.2,0.4,0,0,0.5878582,0.37646654
S05686,0,0,0.6,0.2,0.2,0.4,0.2,0,0.4,0,0,0.6261447,0.36779392
S05687,0,0.2,0,0.2,0.6,0,0.2,0.6,0.2,0,0,0.30170164,0.6087069
S05688,0,0.2,0,0.2,0.6,0,0.6,0.2,0.2,0,0,0.6205098,0.70567703
S05689,0,0.2,0,0.2,0.6,0,0.2,0.2,0.6,0,0,0.18143876,0.3640716
S05690,0,0.2,0,0.2,0.6,0.2,0.2,0.6,0,0,0,0.2864513,0.6140309
S05691,0,0.2,0,0.2,0.6,0.2,0.6,0.2,0,0,0,0.6206801,0.708739
S05692,0,0.2,0,0.2,0.6,0.2,0,0.6,0.2,0,0,0.27215388,0.6085671
S05693,0,0.2,0,0.2,0.6,0.2,0.6,0,0.2,0,0,0.62224257,0.7044149
S05694,0,0.2,0,0.2,0.6,0.2,0,0.2,0.6,0,0,0.1763522,0.38169855
S05695,0,0.2,0,0.2,0.6,0.2,0.2,0,0.6,0,0,0.18591847,0.35767826
S05696,0,0.2,0,0.2,0.6,0.6,0.2,0.2,0,0,0,0.81015617,0.4237722
S05697,0,0.2,0,0.2,0.6,0.6,0,0.2,0.2,0,0,0.8055094,0.4098939
S05698,0,0.2,0,0.2,0.6,0.6,0.2,0,0.2,0,0,0.8149881,0.4390541
S05699,0,0.2,0,0.2,0.6,0,0.4,0.4,0.2,0,0,0.44224072,0.6338829
S05700,0,0.2,0,0.2,0.6,0,0.2,0.4,0.4,0,0,0.299956,0.54148465
S05701,0,0.2,0,0.2,0.6,0,0.4,0.2,0.4,0,0,0.46075702,0.50689644
S05702,0,0.2,0,0.2,0.6,0.2,0.4,0.4,0,0,0,0.4626335,0.6364601
S05703,0,0.2,0,0.2,0.6,0.2,0,0.4,0.4,0,0,0.27845037,0.5354488
S05704,0,0.2,0,0.2,0.6,0.2,0.4,0,0.4,0,0,0.4817632,0.4838622
S05705,0,0.2,0,0.2,0.6,0.4,0.2,0.4,0,0,0,0.60897285,0.516442
S05706,0,0.2,0,0.2,0.6,0.4,0.4,0.2,0,0,0,0.7812995,0.5256735
S05707,0,0.2,0,0.2,0.6,0.4,0,0.4,0.2,0,0,0.5553241,0.4390773
S05708,0,0.2,0,0.2,0.6,0.4,0.4,0,0.2,0,0,0.7838374,0.5032052
S05709,0,0.2,0,0.2,0.6,0.4,0,0.2,0.4,0,0,0.55688864,0.41082713
S05710,0,0.2,0,0.2,0.6,0.4,0.2,0,0.4,0,0,0.6604518,0.4016354
S05711,0,0,0.2,0.2,0.6,0,0.2,0.6,0.2,0,0,0.30044773,0.6018714
S05712,0,0,0.2,0.2,0.6,0,0.6,0.2,0.2,0,0,0.6314531,0.7097536
S05713,0,0,0.2,0.2,0.6,0,0.2,0.2,0.6,0,0,0.18149053,0.3663407
S05714,0,0,0.2,0.2,0.6,0.2,0.2,0.6,0,0,0,0.28627834,0.6076801
S05715,0,0,0.2,0.2,0.6,0.2,0.6,0.2,0,0,0,0.63416064,0.7132829
S05716,0,0,0.2,0.2,0.6,0.2,0,0.6,0.2,0,0,0.27101722,0.6013803
S05717,0,0,0.2,0.2,0.6,0.2,0.6,0,0.2,0,0,0.63251257,0.7087394
S05718,0,0,0.2,0.2,0.6,0.2,0,0.2,0.6,0,0,0.17800039,0.37839392
S05719,0,0,0.2,0.2,0.6,0.2,0.2,0,0.6,0,0,0.1869723,0.36108378
S05720,0,0,0.2,0.2,0.6,0.6,0.2,0.2,0,0,0,0.80593574,0.42561013
S05721,0,0,0.2,0.2,0.6,0.6,0,0.2,0.2,0,0,0.8007123,0.41299042
S05722,0,0,0.2,0.2,0.6,0.6,0.2,0,0.2,0,0,0.8120638,0.44062924
S05723,0,0,0.2,0.2,0.6,0,0.4,0.4,0.2,0,0,0.43652385,0.6340369
S05724,0,0,0.2,0.2,0.6,0,0.2,0.4,0.4,0,0,0.30520573,0.5455063
S05725,0,0,0.2,0.2,0.6,0,0.4,0.2,0.4,0,0,0.45651898,0.51345277
