id,atom_La,atom_Ba,atom_Sr,atom_Pr,atom_Ca,atom_Mn,atom_Fe,atom_Co,atom_Ni,atom_Cu,tsne_0,tsne_1,cluster
S01665,0.2,0,0,0.2,0.6,0,0,1,0,0,0.6447999,0.14375524,0
S01666,0.2,0,0,0.2,0.6,0,1,0,0,0,0.17348346,0.6691165,1
S01667,0.2,0,0,0.2,0.6,0,0,0,1,0,0.3517104,0.30271924,3
S01668,0.2,0,0,0.2,0.6,1,0,0,0,0,0.6297176,0.8152013,2
S01669,0.2,0.2,0,0.6,0,0,0,1,0,0,0.9433414,0.30509657,0
S01670,0.2,0.2,0,0.6,0,0,1,0,0,0,0.13489275,0.75567347,1
S01671,0.2,0.2,0,0.6,0,0,0,0,1,0,0.5099732,0.32757786,3
S01672,0.2,0.2,0,0.6,0,1,0,0,0,0,0.8694143,0.819101,2
S01673,0.2,0,0.2,0.6,0,0,0,1,0,0,0.9432519,0.29764408,0
S01674,0.2,0,0.2,0.6,0,0,1,0,0,0,0.1465611,0.7570793,1
S01675,0.2,0,0.2,0.6,0,0,0,0,1,0,0.48510844,0.33023718,3
S01676,0.2,0,0.2,0.6,0,1,0,0,0,0,0.8663692,0.8073633,2
S01677,0.2,0,0,0.6,0.2,0,0,1,0,0,0.92718047,0.30759192,0
S01678,0.2,0,0,0.6,0.2,0,1,0,0,0,0.13571823,0.74652636,1
S01679,0.2,0,0,0.6,0.2,0,0,0,1,0,0.4854889,0.30944523,3
S01680,0.2,0,0,0.6,0.2,1,0,0,0,0,0.8615908,0.8256608,2
S01681,0.6,0.2,0.2,0,0,0,0,1,0,0,0.5823342,0.07031825,3
S01682,0.6,0.2,0.2,0,0,0,1,0,0,0,0.104197904,0.5477466,1
S01683,0.6,0.2,0.2,0,0,0,0,0,1,0,0.34082037,0.18168175,3
S01684,0.6,0.2,0.2,0,0,1,0,0,0,0,0.7045609,0.8918709,2
S01685,0.6,0.2,0,0,0.2,0,0,1,0,0,0.6008434,0.07100694,3
S01686,0.6,0.2,0,0,0.2,0,1,0,0,0,0.10228593,0.55984384,1
S01687,0.6,0.2,0,0,0.2,0,0,0,1,0,0.34211415,0.17359993,3
S01688,0.6,0.2,0,0,0.2,1,0,0,0,0,0.71295804,0.8867328,2
S01689,0.6,0,0.2,0,0.2,0,0,1,0,0,0.5851089,0.07661362,3
S01690,0.6,0,0.2,0,0.2,0,1,0,0,0,0.095410824,0.56743026,1
S01691,0.6,0,0.2,0,0.2,0,0,0,1,0,0.3371652,0.196426,3
S01692,0.6,0,0.2,0,0.2,1,0,0,0,0,0.6971266,0.8976062,2
S01693,0.6,0.2,0,0.2,0,0,0,1,0,0,0.5981561,0.051207885,3
S01694,0.6,0.2,0,0.2,0,0,1,0,0,0,0.09837975,0.55006135,1
S01695,0.6,0.2,0,0.2,0,0,0,0,1,0,0.35166156,0.17388372,3
S01696,0.6,0.2,0,0.2,0,1,0,0,0,0,0.7279215,0.89549327,2
S01697,0.6,0,0.2,0.2,0,0,0,1,0,0,0.58817816,0.059315015,3
S01698,0.6,0,0.2,0.2,0,0,1,0,0,0,0.08898704,0.5576536,1
S01699,0.6,0,0.2,0.2,0,0,0,0,1,0,0.34941423,0.19363748,3
S01700,0.6,0,0.2,0.2,0,1,0,0,0,0,0.7135341,0.90206385,2
S01701,0.6,0,0,0.2,0.2,0,0,1,0,0,0.5994162,0.05881133,3
S01702,0.6,0,0,0.2,0.2,0,1,0,0,0,0.08765213,0.56937486,1
S01703,0.6,0,0,0.2,0.2,0,0,0,1,0,0.35326403,0.18808252,3
S01704,0.6,0,0,0.2,0.2,1,0,0,0,0,0.7247999,0.9031141,2
S01705,0,0.4,0.4,0,0.2,0,0,1,0,0,0.743197,0.18442509,0
S01706,0,0.4,0.4,0,0.2,0,1,0,0,0,0.28423133,0.6389125,1
S01707,0,0.4,0.4,0,0.2,0,0,0,1,0,0.47425392,0.40562525,3
S01708,0,0.4,0.4,0,0.2,1,0,0,0,0,0.6814627,0.7250017,2
S01709,0,0.4,0.2,0,0.4,0,0,1,0,0,0.71015555,0.15111312,0
S01710,0,0.4,0.2,0,0.4,0,1,0,0,0,0.24294782,0.67817056,1
S01711,0,0.4,0.2,0,0.4,0,0,0,1,0,0.39971668,0.31380513,3
S01712,0,0.4,0.2,0,0.4,1,0,0,0,0,0.6882473,0.77521616,2
S01713,0,0.2,0.4,0,0.4,0,0,1,0,0,0.6921605,0.19609949,0
S01714,0,0.2,0.4,0,0.4,0,1,0,0,0,0.24847983,0.6154891,1
S01715,0,0.2,0.4,0,0.4,0,0,0,1,0,0.38958097,0.36505347,3
S01716,0,0.2,0.4,0,0.4,1,0,0,0,0,0.63446885,0.7515413,2
S01717,0,0.4,0.4,0.2,0,0,0,1,0,0,0.75228786,0.18737598,0
S01718,0,0.4,0.4,0.2,0,0,1,0,0,0,0.28969678,0.6426634,1
S01719,0,0.4,0.4,0.2,0,0,0,0,1,0,0.47931537,0.40129164,3
S01720,0,0.4,0.4,0.2,0,1,0,0,0,0,0.68705755,0.71940434,2
S01721,0,0.4,0,0.2,0.4,0,0,1,0,0,0.70946956,0.14504291,0
S01722,0,0.4,0,0.2,0.4,0,1,0,0,0,0.23773064,0.6882596,1
S01723,0,0.4,0,0.2,0.4,0,0,0,1,0,0.40406886,0.30923837,3
S01724,0,0.4,0,0.2,0.4,1,0,0,0,0,0.6964337,0.78076416,2
S01725,0,0,0.4,0.2,0.4,0,0,1,0,0,0.688305,0.20209786,0
S01726,0,0,0.4,0.2,0.4,0,1,0,0,0,0.24402258,0.6126263,1
S01727,0,0,0.4,0.2,0.4,0,0,0,1,0,0.39352417,0.36628073,3
S01728,0,0,0.4,0.2,0.4,1,0,0,0,0,0.62822664,0.7512606,2
S01729,0,0.4,0.2,0.4,0,0,0,1,0,0,0.8892693,0.21739155,0
S01730,0,0.4,0.2,0.4,0,0,1,0,0,0,0.25429,0.74246436,1
S01731,0,0.4,0.2,0.4,0,0,0,0,1,0,0.5214509,0.3568494,3
S01732,0,0.4,0.2,0.4,0,1,0,0,0,0,0.7913328,0.76158506,2
S01733,0,0.2,0.4,0.4,0,0,0,1,0,0,0.92084885,0.26328766,0
S01734,0,0.2,0.4,0.4,0,0,1,0,0,0,0.1887245,0.7451713,1
S01735,0,0.2,0.4,0.4,0,0,0,0,1,0,0.45922026,0.35522974,3
S01736,0,0.2,0.4,0.4,0,1,0,0,0,0,0.8422203,0.7778315,2
S01737,0,0.4,0,0.4,0.2,0,0,1,0,0,0.88668936,0.21572876,0
S01738,0,0.4,0,0.4,0.2,0,1,0,0,0,0.25501657,0.7368284,1
S01739,0,0.4,0,0.4,0.2,0,0,0,1,0,0.5239186,0.3503917,3
S01740,0,0.4,0,0.4,0.2,1,0,0,0,0,0.7877748,0.7654441,2
S01741,0,0,0.4,0.4,0.2,0,0,1,0,0,0.92060024,0.27058968,0
S01742,0,0,0.4,0.4,0.2,0,1,0,0,0,0.1839895,0.74093074,1
S01743,0,0,0.4,0.4,0.2,0,0,0,1,0,0.45322004,0.34954685,3
S01744,0,0,0.4,0.4,0.2,1,0,0,0,0,0.8434949,0.784458,2
S01745,0,0.2,0,0.4,0.4,0,0,1,0,0,0.8857827,0.29328504,0
S01746,0,0.2,0,0.4,0.4,0,1,0,0,0,0.17023334,0.70357716,1
S01747,0,0.2,0,0.4,0.4,0,0,0,1,0,0.45575103,0.3019667,3
S01748,0,0.2,0,0.4,0.4,1,0,0,0,0,0.8215683,0.82374984,2
S01749,0,0,0.2,0.4,0.4,0,0,1,0,0,0.89213103,0.29402357,0
S01750,0,0,0.2,0.4,0.4,0,1,0,0,0,0.1674836,0.7077847,1
S01751,0,0,0.2,0.4,0.4,0,0,0,1,0,0.4579119,0.30618465,3
S01752,0,0,0.2,0.4,0.4,1,0,0,0,0,0.82690114,0.8221212,2
S01753,0.2,0.4,0.4,0,0,0,0,1,0,0,0.74843,0.18396005,0
S01754,0.2,0.4,0.4,0,0,0,1,0,0,0,0.2894401,0.6365761,1
S01755,0.2,0.4,0.4,0,0,0,0,0,1,0,0.4774404,0.4072014,3
S01756,0.2,0.4,0.4,0,0,1,0,0,0,0,0.68401206,0.72091603,2
S01757,0.2,0.4,0,0,0.4,0,0,1,0,0,0.704717,0.13587129,0
S01758,0.2,0.4,0,0,0.4,0,1,0,0,0,0.23759744,0.68257236,1
S01759,0.2,0.4,0,0,0.4,0,0,0,1,0,0.39526275,0.30666506,3
S01760,0.2,0.4,0,0,0.4,1,0,0,0,0,0.6913689,0.7852889,2
S01761,0.2,0,0.4,0,0.4,0,0,1,0,0,0.6847486,0.198962,0
S01762,0.2,0,0.4,0,0.4,0,1,0,0,0,0.24132116,0.6070717,1
S01763,0.2,0,0.4,0,0.4,0,0,0,1,0,0.38578343,0.36647677,3
S01764,0.2,0,0.4,0,0.4,1,0,0,0,0,0.6279107,0.7553711,2
S01765,0.2,0.4,0,0.4,0,0,0,1,0,0,0.8863449,0.21039386,0
S01766,0.2,0.4,0,0.4,0,0,1,0,0,0,0.25749794,0.742174,1
S01767,0.2,0.4,0,0.4,0,0,0,0,1,0,0.5266798,0.35165343,3
S01768,0.2,0.4,0,0.4,0,1,0,0,0,0,0.78503466,0.763516,2
S01769,0.2,0,0.4,0.4,0,0,0,1,0,0,0.9252291,0.26718807,0
S01770,0.2,0,0.4,0.4,0,0,1,0,0,0,0.18270056,0.7460016,1
S01771,0.2,0,0.4,0.4,0,0,0,0,1,0,0.45618454,0.34969628,3
S01772,0.2,0,0.4,0.4,0,1,0,0,0,0,0.8465262,0.7812078,2
S01773,0.2,0,0,0.4,0.4,0,0,1,0,0,0.8873871,0.29697856,0
S01774,0.2,0,0,0.4,0.4,0,1,0,0,0,0.16123661,0.7035031,1
S01775,0.2,0,0,0.4,0.4,0,0,0,1,0,0.45683238,0.29886752,3
S01776,0.2,0,0,0.4,0.4,1,0,0,0,0,0.8238424,0.8287919,2
S01777,0.4,0.4,0.2,0,0,0,0,1,0,0,0.69800305,0.079920046,0
S01778,0.4,0.4,0.2,0,0,0,1,0,0,0,0.13293624,0.5428529,1
S01779,0.4,0.4,0.2,0,0,0,0,0,1,0,0.3590651,0.15386163,3
S01780,0.4,0.4,0.2,0,0,1,0,0,0,0,0.7138543,0.8482256,2
S01781,0.4,0.2,0.4,0,0,0,0,1,0,0,0.56894183,0.09940339,3
S01782,0.4,0.2,0.4,0,0,0,1,0,0,0,0.21228278,0.54792786,1
S01783,0.4,0.2,0.4,0,0,0,0,0,1,0,0.35415515,0.21461616,3
S01784,0.4,0.2,0.4,0,0,1,0,0,0,0,0.6804704,0.88062054,2
S01785,0.4,0.4,0,0,0.2,0,0,1,0,0,0.6963498,0.08335516,0
S01786,0.4,0.4,0,0,0.2,0,1,0,0,0,0.12771389,0.5476555,1
S01787,0.4,0.4,0,0,0.2,0,0,0,1,0,0.35841662,0.15291792,3
S01788,0.4,0.4,0,0,0.2,1,0,0,0,0,0.7137969,0.8422455,2
S01789,0.4,0,0.4,0,0.2,0,0,1,0,0,0.5719271,0.10137861,3
S01790,0.4,0,0.4,0,0.2,0,1,0,0,0,0.21651898,0.5521232,1
S01791,0.4,0,0.4,0,0.2,0,0,0,1,0,0.35290882,0.21971117,3
S01792,0.4,0,0.4,0,0.2,1,0,0,0,0,0.67332125,0.8804458,2
S01793,0.4,0.2,0,0,0.4,0,0,1,0,0,0.637781,0.11056002,0
S01794,0.4,0.2,0,0,0.4,0,1,0,0,0,0.111413054,0.59104013,1
S01795,0.4,0.2,0,0,0.4,0,0,0,1,0,0.33713415,0.27495426,3
S01796,0.4,0.2,0,0,0.4,1,0,0,0,0,0.6462052,0.8392115,2
S01797,0.4,0,0.2,0,0.4,0,0,1,0,0,0.62916577,0.1109291,0
S01798,0.4,0,0.2,0,0.4,0,1,0,0,0,0.11373237,0.59460247,1
S01799,0.4,0,0.2,0,0.4,0,0,0,1,0,0.33333862,0.27100834,3
S01800,0.4,0,0.2,0,0.4,1,0,0,0,0,0.64297605,0.8449683,2
S01801,0.4,0.4,0,0.2,0,0,0,1,0,0,0.69631946,0.07699437,0
S01802,0.4,0.4,0,0.2,0,0,1,0,0,0,0.12754814,0.5430417,1
S01803,0.4,0.4,0,0.2,0,0,0,0,1,0,0.36335248,0.15405521,3
S01804,0.4,0.4,0,0.2,0,1,0,0,0,0,0.7209306,0.846101,2
S01805,0.4,0,0.4,0.2,0,0,0,1,0,0,0.5688596,0.09639662,3
S01806,0.4,0,0.4,0.2,0,0,1,0,0,0,0.216408,0.54853874,1
S01807,0.4,0,0.4,0.2,0,0,0,0,1,0,0.3595166,0.21669617,3
S01808,0.4,0,0.4,0.2,0,1,0,0,0,0,0.6791333,0.88515216,2
S01809,0.4,0,0,0.2,0.4,0,0,1,0,0,0.6318504,0.10650193,0
S01810,0.4,0,0,0.2,0.4,0,1,0,0,0,0.10908634,0.5975276,1
S01811,0.4,0,0,0.2,0.4,0,0,0,1,0,0.33760625,0.2731896,3
S01812,0.4,0,0,0.2,0.4,1,0,0,0,0,0.6418208,0.84214026,2
S01813,0.4,0.2,0,0.4,0,0,0,1,0,0,0.6210883,0.04002468,0
S01814,0.4,0.2,0,0.4,0,0,1,0,0,0,0.09553545,0.72976035,1
S01815,0.4,0.2,0,0.4,0,0,0,0,1,0,0.3954282,0.20089185,3
S01816,0.4,0.2,0,0.4,0,1,0,0,0,0,0.7638711,0.8912285,2
S01817,0.4,0,0.2,0.4,0,0,0,1,0,0,0.61518955,0.041815303,0
S01818,0.4,0,0.2,0.4,0,0,1,0,0,0,0.09865104,0.7317218,1
S01819,0.4,0,0.2,0.4,0,0,0,0,1,0,0.39119518,0.20517622,3
S01820,0.4,0,0.2,0.4,0,1,0,0,0,0,0.76611334,0.89674795,2
S01821,0.4,0,0,0.4,0.2,0,0,1,0,0,0.6188939,0.04674369,0
S01822,0.4,0,0,0.4,0.2,0,1,0,0,0,0.09697886,0.72593117,1
S01823,0.4,0,0,0.4,0.2,0,0,0,1,0,0.3976653,0.20716184,3
S01824,0.4,0,0,0.4,0.2,1,0,0,0,0,0.77170396,0.8943108,2
