id,atom_La,atom_Ba,atom_Sr,atom_Pr,atom_Ca,atom_Mn,atom_Fe,atom_Co,atom_Ni,atom_Cu,tsne_0,tsne_1,cluster
S00306,0.6,0,0.4,0,0,0,1,0,0,0,0.20606941,0.53809667,1
S00307,0.6,0,0.4,0,0,0,0,0,1,0,0.34208098,0.21092115,3
S00308,0.6,0,0.4,0,0,1,0,0,0,0,0.6786277,0.8966341,2
S00309,0.6,0,0,0,0.4,0,0,1,0,0,0.61882764,0.09952074,0
S00310,0.6,0,0,0,0.4,0,1,0,0,0,0.098006226,0.5906426,1
S00311,0.6,0,0,0,0.4,0,0,0,1,0,0.32126456,0.264008,3
S00312,0.6,0,0,0,0.4,1,0,0,0,0,0.6377481,0.8551571,2
S00313,0.6,0,0,0.4,0,0,0,1,0,0,0.60297674,0.036722615,3
S00314,0.6,0,0,0.4,0,0,1,0,0,0,0.08348577,0.7272338,1
S00315,0.6,0,0,0.4,0,0,0,0,1,0,0.38939252,0.1918295,3
S00316,0.6,0,0,0.4,0,1,0,0,0,0,0.7558977,0.9083099,2
S00317,0,1,0,0,0,0,0.2,0.6,0.2,0,0.6394111,0.38897163,0
S00318,0,1,0,0,0,0,0.6,0.2,0.2,0,0.36168468,0.7069074,1
S00319,0,1,0,0,0,0,0.2,0.2,0.6,0,0.58534694,0.42566347,0
S00320,0,1,0,0,0,0.2,0.2,0.6,0,0,0.82148767,0.12326394,0
S00321,0,1,0,0,0,0.2,0.6,0.2,0,0,0.36574855,0.7172608,1
S00322,0,1,0,0,0,0.2,0,0.6,0.2,0,0.8147292,0.111756496,0
S00323,0,1,0,0,0,0.2,0.6,0,0.2,0,0.36365482,0.7273623,1
S00324,0,1,0,0,0,0.2,0,0.2,0.6,0,0.58894205,0.43311524,0
S00325,0,1,0,0,0,0.2,0.2,0,0.6,0,0.56965876,0.45316204,3
S00326,0,1,0,0,0,0.6,0.2,0.2,0,0,0.7538106,0.6684117,2
S00327,0,1,0,0,0,0.6,0,0.2,0.2,0,0.75296575,0.6658545,2
S00328,0,1,0,0,0,0.6,0.2,0,0.2,0,0.7401062,0.67371607,2
S00329,0,1,0,0,0,0,0.4,0.4,0.2,0,0.37887874,0.69471145,1
S00330,0,1,0,0,0,0,0.2,0.4,0.4,0,0.6177464,0.40153491,0
S00331,0,1,0,0,0,0,0.4,0.2,0.4,0,0.5364,0.47679374,3
S00332,0,1,0,0,0,0.2,0.4,0.4,0,0,0.37922874,0.70325077,1
S00333,0,1,0,0,0,0.2,0,0.4,0.4,0,0.61567646,0.4064126,0
S00334,0,1,0,0,0,0.2,0.4,0,0.4,0,0.5406095,0.47613874,3
S00335,0,1,0,0,0,0.4,0.2,0.4,0,0,0.7586157,0.64209497,2
S00336,0,1,0,0,0,0.4,0.4,0.2,0,0,0.3864548,0.7345813,1
S00337,0,1,0,0,0,0.4,0,0.4,0.2,0,0.7589635,0.6397495,2
S00338,0,1,0,0,0,0.4,0.4,0,0.2,0,0.38822857,0.73885417,1
S00339,0,1,0,0,0,0.4,0,0.2,0.4,0,0.61316127,0.47053546,0
S00340,0,1,0,0,0,0.4,0.2,0,0.4,0,0.6088536,0.47387266,0
S00341,0,0,1,0,0,0,0.2,0.6,0.2,0,0.700415,0.29088986,0
S00342,0,0,1,0,0,0,0.6,0.2,0.2,0,0.33971927,0.5284999,1
S00343,0,0,1,0,0,0,0.2,0.2,0.6,0,0.39455462,0.46255568,3
S00344,0,0,1,0,0,0.2,0.2,0.6,0,0,0.7121228,0.29162902,0
S00345,0,0,1,0,0,0.2,0.6,0.2,0,0,0.33838394,0.53806674,1
S00346,0,0,1,0,0,0.2,0,0.6,0.2,0,0.6916728,0.28937125,0
S00347,0,0,1,0,0,0.2,0.6,0,0.2,0,0.3338688,0.52151626,1
S00348,0,0,1,0,0,0.2,0,0.2,0.6,0,0.41151717,0.4607224,3
S00349,0,0,1,0,0,0.2,0.2,0,0.6,0,0.39525422,0.4665646,3
S00350,0,0,1,0,0,0.6,0.2,0.2,0,0,0.61527526,0.6458583,2
S00351,0,0,1,0,0,0.6,0,0.2,0.2,0,0.6054444,0.64556843,2
S00352,0,0,1,0,0,0.6,0.2,0,0.2,0,0.5943284,0.6530117,2
S00353,0,0,1,0,0,0,0.4,0.4,0.2,0,0.35804555,0.53070617,1
S00354,0,0,1,0,0,0,0.2,0.4,0.4,0,0.66944516,0.3042018,0
S00355,0,0,1,0,0,0,0.4,0.2,0.4,0,0.36380288,0.49719462,1
S00356,0,0,1,0,0,0.2,0.4,0.4,0,0,0.3595375,0.5391241,1
S00357,0,0,1,0,0,0.2,0,0.4,0.4,0,0.66990036,0.3040968,0
S00358,0,0,1,0,0,0.2,0.4,0,0.4,0,0.36677048,0.4927844,1
S00359,0,0,1,0,0,0.4,0.2,0.4,0,0,0.6237584,0.6218118,2
S00360,0,0,1,0,0,0.4,0.4,0.2,0,0,0.48723248,0.65687364,2
S00361,0,0,1,0,0,0.4,0,0.4,0.2,0,0.62053776,0.6230874,2
S00362,0,0,1,0,0,0.4,0.4,0,0.2,0,0.49035397,0.6573402,2
S00363,0,0,1,0,0,0.4,0,0.2,0.4,0,0.5820501,0.63544285,2
S00364,0,0,1,0,0,0.4,0.2,0,0.4,0,0.57554597,0.6376251,2
S00365,0,0,0,0,1,0,0.2,0.6,0.2,0,0.58654714,0.19712687,3
S00366,0,0,0,0,1,0,0.6,0.2,0.2,0,0.18236046,0.6033511,1
S00367,0,0,0,0,1,0,0.2,0.2,0.6,0,0.2940742,0.35264397,3
S00368,0,0,0,0,1,0.2,0.2,0.6,0,0,0.7192532,0.5356526,2
S00369,0,0,0,0,1,0.2,0.6,0.2,0,0,0.18486312,0.60736245,1
S00370,0,0,0,0,1,0.2,0,0.6,0.2,0,0.5903443,0.20072825,3
S00371,0,0,0,0,1,0.2,0.6,0,0.2,0,0.17676838,0.606245,1
S00372,0,0,0,0,1,0.2,0,0.2,0.6,0,0.2974634,0.34144267,3
S00373,0,0,0,0,1,0.2,0.2,0,0.6,0,0.29429102,0.35539222,3
S00374,0,0,0,0,1,0.6,0.2,0.2,0,0,0.54424316,0.8116697,2
S00375,0,0,0,0,1,0.6,0,0.2,0.2,0,0.5502193,0.7917404,2
S00376,0,0,0,0,1,0.6,0.2,0,0.2,0,0.54246587,0.8012936,2
S00377,0,0,0,0,1,0,0.4,0.4,0.2,0,0.413043,0.5840134,1
S00378,0,0,0,0,1,0,0.2,0.4,0.4,0,0.5627818,0.20735084,3
S00379,0,0,0,0,1,0,0.4,0.2,0.4,0,0.27051163,0.37023607,3
S00380,0,0,0,0,1,0.2,0.4,0.4,0,0,0.41793767,0.58808166,1
S00381,0,0,0,0,1,0.2,0,0.4,0.4,0,0.5636395,0.20804858,3
S00382,0,0,0,0,1,0.2,0.4,0,0.4,0,0.26942202,0.37189126,3
S00383,0,0,0,0,1,0.4,0.2,0.4,0,0,0.71608824,0.54738975,2
S00384,0,0,0,0,1,0.4,0.4,0.2,0,0,0.5157003,0.81723285,2
S00385,0,0,0,0,1,0.4,0,0.4,0.2,0,0.7132635,0.5514031,2
S00386,0,0,0,0,1,0.4,0.4,0,0.2,0,0.517621,0.81360996,2
S00387,0,0,0,0,1,0.4,0,0.2,0.4,0,0.53279614,0.7751072,2
S00388,0,0,0,0,1,0.4,0.2,0,0.4,0,0.53130895,0.7807438,2
S00389,0,0,0,1,0,0,0.2,0.6,0,0.2,0.95218545,0.39409977,0
S00390,0,0,0,1,0,0,0.6,0.2,0,0.2,0.13306347,0.8413203,1
S00391,0,0,0,1,0,0,0.2,0.6,0.2,0,0.93674934,0.39519712,0
S00392,0,0,0,1,0,0,0.6,0.2,0.2,0,0.14761284,0.8415225,1
S00393,0,0,0,1,0,0,0,0.6,0.2,0.2,0.95989287,0.39273125,0
S00394,0,0,0,1,0,0,0.6,0,0.2,0.2,0.12681052,0.83615345,1
S00395,0,0,0,1,0,0,0.2,0.2,0.6,0,0.80901295,0.4234069,0
S00396,0,0,0,1,0,0,0,0.2,0.6,0.2,0.812085,0.43457308,0
S00397,0,0,0,1,0,0,0.2,0,0.6,0.2,0.7830335,0.4526664,0
S00398,0,0,0,1,0,0.2,0.2,0.6,0,0,0.942227,0.40473023,0
S00399,0,0,0,1,0,0.2,0.6,0.2,0,0,0.15679812,0.83859956,1
S00400,0,0,0,1,0,0.2,0,0.6,0,0.2,0.96170235,0.40250245,0
S00401,0,0,0,1,0,0.2,0.6,0,0,0.2,0.1313813,0.8363068,1
S00402,0,0,0,1,0,0.2,0,0.6,0.2,0,0.94917375,0.4099697,0
S00403,0,0,0,1,0,0.2,0.6,0,0.2,0,0.15298979,0.83428687,1
S00404,0,0,0,1,0,0.2,0,0.2,0.6,0,0.8161584,0.42242575,0
S00405,0,0,0,1,0,0.2,0.2,0,0.6,0,0.7678629,0.45435852,0
S00406,0,0,0,1,0,0.2,0,0,0.6,0.2,0.8037375,0.4421159,0
S00407,0,0,0,1,0,0.6,0.2,0.2,0,0,0.94580364,0.7716443,2
S00408,0,0,0,1,0,0.6,0,0.2,0,0.2,0.9543683,0.79127604,2
S00409,0,0,0,1,0,0.6,0.2,0,0,0.2,0.9536071,0.78309757,2
S00410,0,0,0,1,0,0.6,0,0.2,0.2,0,0.949299,0.775194,2
S00411,0,0,0,1,0,0.6,0.2,0,0.2,0,0.9451622,0.76683855,2
S00412,0,0,0,1,0,0.6,0,0,0.2,0.2,0.95477027,0.7875412,2
S00413,0,0,0,1,0,0,0.4,0.4,0,0.2,0.92589456,0.409458,0
S00414,0,0,0,1,0,0,0.2,0.4,0,0.4,0.9761312,0.40052935,0
S00415,0,0,0,1,0,0,0.4,0.2,0,0.4,0.110739306,0.8460453,1
S00416,0,0,0,1,0,0,0.4,0.4,0.2,0,0.917107,0.4099633,0
S00417,0,0,0,1,0,0,0,0.4,0.2,0.4,0.97713625,0.39979532,0
S00418,0,0,0,1,0,0,0.4,0,0.2,0.4,0.1083918,0.844027,1
S00419,0,0,0,1,0,0,0.2,0.4,0.4,0,0.8499388,0.4085851,0
S00420,0,0,0,1,0,0,0.4,0.2,0.4,0,0.7474089,0.47087163,0
S00421,0,0,0,1,0,0,0,0.4,0.4,0.2,0.8460222,0.41352674,0
S00422,0,0,0,1,0,0,0.4,0,0.4,0.2,0.75176686,0.4713055,0
S00423,0,0,0,1,0,0,0,0.2,0.4,0.4,0.8196396,0.45334178,0
S00424,0,0,0,1,0,0,0.2,0,0.4,0.4,0.8120319,0.46287018,0
S00425,0,0,0,1,0,0.2,0.4,0.4,0,0,0.9258501,0.41590464,0
S00426,0,0,0,1,0,0.2,0,0.4,0,0.4,0.9774397,0.40497023,0
S00427,0,0,0,1,0,0.2,0.4,0,0,0.4,0.10921626,0.8447628,1
S00428,0,0,0,1,0,0.2,0,0.4,0.4,0,0.8509313,0.41066575,0
S00429,0,0,0,1,0,0.2,0.4,0,0.4,0,0.74664193,0.47336882,0
S00430,0,0,0,1,0,0.2,0,0,0.4,0.4,0.8166706,0.4596607,0
S00431,0,0,0,1,0,0.4,0.2,0.4,0,0,0.9486646,0.45084372,0
S00432,0,0,0,1,0,0.4,0.4,0.2,0,0,0.9539592,0.7511078,2
S00433,0,0,0,1,0,0.4,0,0.4,0,0.2,0.95642704,0.44848254,0
S00434,0,0,0,1,0,0.4,0.4,0,0,0.2,0.9590905,0.7566621,2
S00435,0,0,0,1,0,0.4,0,0.2,0,0.4,0.9721363,0.798755,2
S00436,0,0,0,1,0,0.4,0.2,0,0,0.4,0.97123116,0.79325265,2
S00437,0,0,0,1,0,0.4,0,0.4,0.2,0,0.94758046,0.45546398,0
S00438,0,0,0,1,0,0.4,0.4,0,0.2,0,0.95015424,0.7473788,2
S00439,0,0,0,1,0,0.4,0,0,0.2,0.4,0.9714629,0.79600364,2
S00440,0,0,0,1,0,0.4,0,0.2,0.4,0,0.94048977,0.7038478,2
S00441,0,0,0,1,0,0.4,0.2,0,0.4,0,0.94036376,0.71269447,2
S00442,0,0,0,1,0,0.4,0,0,0.4,0.2,0.9407862,0.70775265,2
S00443,1,0,0,0,0,0,0.2,0.6,0,0.2,0.19454288,0.22064002,3
S00444,1,0,0,0,0,0,0.6,0.2,0,0.2,0.02499646,0.49247292,1
S00445,1,0,0,0,0,0,0.2,0.6,0.2,0,0.21398818,0.21597616,3
S00446,1,0,0,0,0,0,0.6,0.2,0.2,0,0.05573636,0.46074304,1
S00447,1,0,0,0,0,0,0,0.6,0.2,0.2,0.20295529,0.21166304,3
S00448,1,0,0,0,0,0,0.6,0,0.2,0.2,0.024079494,0.49648696,1
S00449,1,0,0,0,0,0,0.2,0.2,0.6,0,0.24318875,0.17340781,3
S00450,1,0,0,0,0,0,0,0.2,0.6,0.2,0.2498636,0.15762292,3
S00451,1,0,0,0,0,0,0.2,0,0.6,0.2,0.25253952,0.15137216,3
S00452,1,0,0,0,0,0.2,0.2,0.6,0,0,0.20504203,0.23398545,3
S00453,1,0,0,0,0,0.2,0.6,0.2,0,0,0.04727453,0.47231787,1
S00454,1,0,0,0,0,0.2,0,0.6,0,0.2,0.19506568,0.22935155,3
S00455,1,0,0,0,0,0.2,0.6,0,0,0.2,0.02957553,0.48859504,1
S00456,1,0,0,0,0,0.2,0,0.6,0.2,0,0.21261227,0.22563006,3
S00457,1,0,0,0,0,0.2,0.6,0,0.2,0,0.040916115,0.48094153,1
S00458,1,0,0,0,0,0.2,0,0.2,0.6,0,0.23517872,0.16557571,3
S00459,1,0,0,0,0,0.2,0.2,0,0.6,0,0.23229808,0.15779117,3
S00460,1,0,0,0,0,0.2,0,0,0.6,0.2,0.2425419,0.14849076,3
S00461,1,0,0,0,0,0.6,0.2,0.2,0,0,0.68302375,0.97845286,2
S00462,1,0,0,0,0,0.6,0,0.2,0,0.2,0.70863754,0.98493487,2
S00463,1,0,0,0,0,0.6,0.2,0,0,0.2,0.701922,0.9855605,2
S00464,1,0,0,0,0,0.6,0,0.2,0.2,0,0.6908726,0.98338133,2
S00465,1,0,0,0,0,0.6,0.2,0,0.2,0,0.6830093,0.9802761,2
S00466,1,0,0,0,0,0.6,0,0,0.2,0.2,0.7084785,0.9864273,2
S00467,1,0,0,0,0,0,0.4,0.4,0,0.2,0.062379204,0.434595,1
S00468,1,0,0,0,0,0,0.2,0.4,0,0.4,0.17901534,0.21686928,3
S00469,1,0,0,0,0,0,0.4,0.2,0,0.4,0.006146029,0.4918981,1
S00470,1,0,0,0,0,0,0.4,0.4,0.2,0,0.06548904,0.43277502,1
S00471,1,0,0,0,0,0,0,0.4,0.2,0.4,0.18749034,0.2087383,3
S00472,1,0,0,0,0,0,0.4,0,0.2,0.4,0.004550931,0.49409145,1
S00473,1,0,0,0,0,0,0.2,0.4,0.4,0,0.22665729,0.19688751,3
S00474,1,0,0,0,0,0,0.4,0.2,0.4,0,0.1244377,0.34219444,3
S00475,1,0,0,0,0,0,0,0.4,0.4,0.2,0.2190404,0.1933476,3
S00476,1,0,0,0,0,0,0.4,0,0.4,0.2,0.12657721,0.33747277,3
S00477,1,0,0,0,0,0,0,0.2,0.4,0.4,0.24824196,0.13557488,3
S00478,1,0,0,0,0,0,0.2,0,0.4,0.4,0.24997799,0.13186422,3
S00479,1,0,0,0,0,0.2,0.4,0.4,0,0,0.06121581,0.43931273,1
S00480,1,0,0,0,0,0.2,0,0.4,0,0.4,0.18144663,0.22323707,3
S00481,1,0,0,0,0,0.2,0.4,0,0,0.4,0.008417515,0.4893704,1
S00482,1,0,0,0,0,0.2,0,0.4,0.4,0,0.2238333,0.19175062,3
S00483,1,0,0,0,0,0.2,0.4,0,0.4,0,0.12562773,0.33852252,3
S00484,1,0,0,0,0,0.2,0,0,0.4,0.4,0.24442892,0.13271512,3
S00485,1,0,0,0,0,0.4,0.2,0.4,0,0,0.20023684,0.25259048,3
S00486,1,0,0,0,0,0.4,0.4,0.2,0,0,0.038976867,0.46253774,1
S00487,1,0,0,0,0,0.4,0,0.4,0,0.2,0.19364628,0.24541119,3
S00488,1,0,0,0,0,0.4,0.4,0,0,0.2,0.026911369,0.4710848,1
S00489,1,0,0,0,0,0.4,0,0.2,0,0.4,0.7240455,0.99907976,2
S00490,1,0,0,0,0,0.4,0.2,0,0,0.4,0.721326,1,2
S00491,1,0,0,0,0,0.4,0,0.4,0.2,0,0.20850925,0.24649177,3
S00492,1,0,0,0,0,0.4,0.4,0,0.2,0,0.033438466,0.46551913,1
S00493,1,0,0,0,0,0.4,0,0,0.2,0.4,0.72359157,0.9993248,2
S00494,1,0,0,0,0,0.4,0,0.2,0.4,0,0.21170442,0.14499293,3
S00495,1,0,0,0,0,0.4,0.2,0,0.4,0,0.21021485,0.13653412,3
S00496,1,0,0,0,0,0.4,0,0,0.4,0.2,0.21486707,0.13474835,3
S00497,0,0.8,0.2,0,0,0,0.2,0.8,0,0,0.7989811,0.14711277,0
S00498,0,0.8,0.2,0,0,0,0.8,0.2,0,0,0.3323356,0.6938383,1
S00499,0,0.8,0.2,0,0,0,0,0.8,0.2,0,0.7840316,0.14268446,0
S00500,0,0.8,0.2,0,0,0,0.8,0,0.2,0,0.31906387,0.69966173,1
S00501,0,0.8,0.2,0,0,0,0,0.2,0.8,0,0.56048995,0.41146636,3
S00502,0,0.8,0.2,0,0,0,0.2,0,0.8,0,0.53432184,0.43242064,3
S00503,0,0.8,0.2,0,0,0.2,0,0.8,0,0,0.7863521,0.14639801,0
S00504,0,0.8,0.2,0,0,0.2,0.8,0,0,0,0.33612448,0.7247407,1
S00505,0,0.8,0.2,0,0,0.2,0,0,0.8,0,0.55616796,0.42905945,3
S00506,0,0.8,0.2,0,0,0.8,0,0.2,0,0,0.7568403,0.6926267,2
S00507,0,0.8,0.2,0,0,0.8,0.2,0,0,0,0.7307295,0.70737165,2
S00508,0,0.8,0.2,0,0,0.8,0,0,0.2,0,0.7325524,0.70151436,2
S00509,0,0.8,0.2,0,0,0,0.4,0.6,0,0,0.82469934,0.15126246,0
S00510,0,0.8,0.2,0,0,0,0.6,0.4,0,0,0.35779318,0.683428,1
S00511,0,0.8,0.2,0,0,0,0,0.6,0.4,0,0.6202072,0.3744023,0
S00512,0,0.8,0.2,0,0,0,0.6,0,0.4,0,0.506851,0.48779783,3
S00513,0,0.8,0.2,0,0,0,0,0.4,0.6,0,0.60211337,0.38788325,0
S00514,0,0.8,0.2,0,0,0,0.4,0,0.6,0,0.51925373,0.46635017,3
S00515,0,0.8,0.2,0,0,0.4,0,0.6,0,0,0.7740761,0.629678,2
S00516,0,0.8,0.2,0,0,0.4,0.6,0,0,0,0.3779481,0.74825984,1
S00517,0,0.8,0.2,0,0,0.4,0,0,0.6,0,0.59250057,0.4767158,0
S00518,0,0.8,0.2,0,0,0.6,0,0.4,0,0,0.770396,0.6512821,2
S00519,0,0.8,0.2,0,0,0.6,0.4,0,0,0,0.40050676,0.7532862,1
S00520,0,0.8,0.2,0,0,0.6,0,0,0.4,0,0.60820055,0.4960937,0
S00521,0,0.2,0.8,0,0,0,0.2,0.8,0,0,0.73474395,0.26960933,0
S00522,0,0.2,0.8,0,0,0,0.8,0.2,0,0,0.3179618,0.5635531,1
S00523,0,0.2,0.8,0,0,0,0,0.8,0.2,0,0.7014027,0.26263994,0
S00524,0,0.2,0.8,0,0,0,0.8,0,0.2,0,0.30398962,0.54012746,1
S00525,0,0.2,0.8,0,0,0,0,0.2,0.8,0,0.42805502,0.42921424,3
S00526,0,0.2,0.8,0,0,0,0.2,0,0.8,0,0.39937818,0.44052342,3
S00527,0,0.2,0.8,0,0,0.2,0,0.8,0,0,0.7313493,0.25578192,0
S00528,0,0.2,0.8,0,0,0.2,0.8,0,0,0,0.3035223,0.5702209,1
S00529,0,0.2,0.8,0,0,0.2,0,0,0.8,0,0.42526925,0.43637523,3
S00530,0,0.2,0.8,0,0,0.8,0,0.2,0,0,0.63674974,0.6701197,2
S00531,0,0.2,0.8,0,0,0.8,0.2,0,0,0,0.6173773,0.68585217,2
S00532,0,0.2,0.8,0,0,0.8,0,0,0.2,0,0.60699344,0.6736529,2
S00533,0,0.2,0.8,0,0,0,0.4,0.6,0,0,0.7371075,0.29332802,0
S00534,0,0.2,0.8,0,0,0,0.6,0.4,0,0,0.34303904,0.55709,1
S00535,0,0.2,0.8,0,0,0,0,0.6,0.4,0,0.6626979,0.29096133,0
S00536,0,0.2,0.8,0,0,0,0.6,0,0.4,0,0.34675643,0.49316144,1
S00537,0,0.2,0.8,0,0,0,0,0.4,0.6,0,0.644471,0.30706125,0
S00538,0,0.2,0.8,0,0,0,0.4,0,0.6,0,0.3708744,0.4724854,3
S00539,0,0.2,0.8,0,0,0.4,0,0.6,0,0,0.64548844,0.6121767,2
S00540,0,0.2,0.8,0,0,0.4,0.6,0,0,0,0.46773833,0.6707202,2
S00541,0,0.2,0.8,0,0,0.4,0,0,0.6,0,0.55916625,0.6363529,2
S00542,0,0.2,0.8,0,0,0.6,0,0.4,0,0,0.6429822,0.6342232,2
S00543,0,0.2,0.8,0,0,0.6,0.4,0,0,0,0.48701888,0.67757636,2
S00544,0,0.2,0.8,0,0,0.6,0,0,0.4,0,0.5751794,0.6522669,2
S00545,0,0.8,0,0,0.2,0,0.2,0.8,0,0,0.8028106,0.13972345,0
S00546,0,0.8,0,0,0.2,0,0.8,0.2,0,0,0.3330137,0.6983182,1
S00547,0,0.8,0,0,0.2,0,0,0.8,0.2,0,0.78358364,0.13243437,0
S00548,0,0.8,0,0,0.2,0,0.8,0,0.2,0,0.31905052,0.70577085,1
S00549,0,0.8,0,0,0.2,0,0,0.2,0.8,0,0.5646571,0.41022703,3
S00550,0,0.8,0,0,0.2,0,0.2,0,0.8,0,0.53946817,0.43347898,3
S00551,0,0.8,0,0,0.2,0.2,0,0.8,0,0,0.79189557,0.11728469,0
S00552,0,0.8,0,0,0.2,0.2,0.8,0,0,0,0.33143574,0.72743714,1
S00553,0,0.8,0,0,0.2,0.2,0,0,0.8,0,0.560598,0.43042368,3
S00554,0,0.8,0,0,0.2,0.8,0,0.2,0,0,0.7601269,0.6954148,2
S00555,0,0.8,0,0,0.2,0.8,0.2,0,0,0,0.7392589,0.70985395,2
S00556,0,0.8,0,0,0.2,0.8,0,0,0.2,0,0.74251163,0.7045471,2
S00557,0,0.8,0,0,0.2,0,0.4,0.6,0,0,0.8258901,0.15369129,0
S00558,0,0.8,0,0,0.2,0,0.6,0.4,0,0,0.36268756,0.68233377,1
S00559,0,0.8,0,0,0.2,0,0,0.6,0.4,0,0.61743,0.37964287,0
S00560,0,0.8,0,0,0.2,0,0.6,0,0.4,0,0.5065959,0.48218742,3
S00561,0,0.8,0,0,0.2,0,0,0.4,0.6,0,0.599518,0.3920808,0
S00562,0,0.8,0,0,0.2,0,0.4,0,0.6,0,0.51579744,0.46777806,3
S00563,0,0.8,0,0,0.2,0.4,0,0.6,0,0,0.77421165,0.6238631,2
S00564,0,0.8,0,0,0.2,0.4,0.6,0,0,0,0.37711823,0.75230926,1
S00565,0,0.8,0,0,0.2,0.4,0,0,0.6,0,0.5968606,0.47710392,0
S00566,0,0.8,0,0,0.2,0.6,0,0.4,0,0,0.77246106,0.64621496,2
S00567,0,0.8,0,0,0.2,0.6,0.4,0,0,0,0.40042365,0.76011217,1
S00568,0,0.8,0,0,0.2,0.6,0,0,0.4,0,0.61464,0.49578023,0
S00569,0,0,0.8,0,0.2,0,0.2,0.8,0,0,0.7255563,0.27338573,0
S00570,0,0,0.8,0,0.2,0,0.8,0.2,0,0,0.3164113,0.5578317,1
S00571,0,0,0.8,0,0.2,0,0,0.8,0.2,0,0.69611025,0.25874373,0
S00572,0,0,0.8,0,0.2,0,0.8,0,0.2,0,0.2988744,0.53964233,1
S00573,0,0,0.8,0,0.2,0,0,0.2,0.8,0,0.4012686,0.4178464,3
S00574,0,0,0.8,0,0.2,0,0.2,0,0.8,0,0.39041996,0.42865995,3
S00575,0,0,0.8,0,0.2,0.2,0,0.8,0,0,0.71804607,0.25881597,0
S00576,0,0,0.8,0,0.2,0.2,0.8,0,0,0,0.29937562,0.5648922,1
S00577,0,0,0.8,0,0.2,0.2,0,0,0.8,0,0.39969692,0.4214629,3
S00578,0,0,0.8,0,0.2,0.8,0,0.2,0,0,0.62886673,0.6705416,2
S00579,0,0,0.8,0,0.2,0.8,0.2,0,0,0,0.60938597,0.69444764,2
S00580,0,0,0.8,0,0.2,0.8,0,0,0.2,0,0.5988608,0.682203,2
S00581,0,0,0.8,0,0.2,0,0.4,0.6,0,0,0.73695326,0.30005625,0
S00582,0,0,0.8,0,0.2,0,0.6,0.4,0,0,0.34895417,0.5568822,1
S00583,0,0,0.8,0,0.2,0,0,0.6,0.4,0,0.6607311,0.28426012,0
S00584,0,0,0.8,0,0.2,0,0.6,0,0.4,0,0.34231997,0.4900954,1
S00585,0,0,0.8,0,0.2,0,0,0.4,0.6,0,0.6447983,0.29580185,0
S00586,0,0,0.8,0,0.2,0,0.4,0,0.6,0,0.3649452,0.46787366,3
S00587,0,0,0.8,0,0.2,0.4,0,0.6,0,0,0.64793974,0.60699594,2
S00588,0,0,0.8,0,0.2,0.4,0.6,0,0,0,0.47273523,0.6717604,2
S00589,0,0,0.8,0,0.2,0.4,0,0,0.6,0,0.55808127,0.6423506,2
S00590,0,0,0.8,0,0.2,0.6,0,0.4,0,0,0.641745,0.6284796,2
S00591,0,0,0.8,0,0.2,0.6,0.4,0,0,0,0.49178177,0.6820558,2
S00592,0,0,0.8,0,0.2,0.6,0,0,0.4,0,0.57431877,0.6596105,2
S00593,0,0.2,0,0,0.8,0,0.2,0.8,0,0,0.6236743,0.17436256,0
S00594,0,0.2,0,0,0.8,0,0.8,0.2,0,0,0.20303015,0.6403183,1
S00595,0,0.2,0,0,0.8,0,0,0.8,0.2,0,0.6124411,0.1899873,0
S00596,0,0.2,0,0,0.8,0,0.8,0,0.2,0,0.19927883,0.6390213,1
S00597,0,0.2,0,0,0.8,0,0,0.2,0.8,0,0.3381151,0.33511093,3
S00598,0,0.2,0,0,0.8,0,0.2,0,0.8,0,0.32389358,0.34896833,3
S00599,0,0.2,0,0,0.8,0.2,0,0.8,0,0,0.63342124,0.17918849,0
S00600,0,0.2,0,0,0.8,0.2,0.8,0,0,0,0.19698067,0.64122283,1
S00601,0,0.2,0,0,0.8,0.2,0,0,0.8,0,0.33297035,0.3395943,3
S00602,0,0.2,0,0,0.8,0.8,0,0.2,0,0,0.59319544,0.7962563,2
S00603,0,0.2,0,0,0.8,0.8,0.2,0,0,0,0.57470036,0.8153544,2
S00604,0,0.2,0,0,0.8,0.8,0,0,0.2,0,0.57718045,0.78942996,2
S00605,0,0.2,0,0,0.8,0,0.4,0.6,0,0,0.4060731,0.6040343,1
S00606,0,0.2,0,0,0.8,0,0.6,0.4,0,0,0.39167017,0.6071274,1
S00607,0,0.2,0,0,0.8,0,0,0.6,0.4,0,0.57581717,0.21916203,3
S00608,0,0.2,0,0,0.8,0,0.6,0,0.4,0,0.27539748,0.39475584,3
S00609,0,0.2,0,0,0.8,0,0,0.4,0.6,0,0.55358547,0.23027372,3
S00610,0,0.2,0,0,0.8,0,0.4,0,0.6,0,0.28825516,0.38360724,3
S00611,0,0.2,0,0,0.8,0.4,0,0.6,0,0,0.73347723,0.56400484,2
S00612,0,0.2,0,0,0.8,0.4,0.6,0,0,0,0.497336,0.82967836,2
S00613,0,0.2,0,0,0.8,0.4,0,0,0.6,0,0.5356159,0.755693,2
S00614,0,0.2,0,0,0.8,0.6,0,0.4,0,0,0.72567004,0.575097,2
S00615,0,0.2,0,0,0.8,0.6,0.4,0,0,0,0.52272534,0.830743,2
S00616,0,0.2,0,0,0.8,0.6,0,0,0.4,0,0.55051744,0.7697074,2
S00617,0,0,0.2,0,0.8,0,0.2,0.8,0,0,0.6343272,0.19223532,0
